,restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,label
391,changi-simei-cc,Fish Head Steamboat ($35/45/55),Jason Ng,portion,considering,considering,consid,0
392,charlie-brown-cafe-orchard-road-singapore,Charlie Brown Cafe,SHAFIAH H,portion,eastern serving,eastern serving,eastern serv,0
393,charlie-brown-cafe-orchard-road-singapore,"Fish and chips - 炸鱼扒
Lunch set came with ice lemon tea and lava cake
PS: their chicken steak pasta portions was smaller already 😂
.",kar hing,food,chips came ice lemon tea,chip came ice lemon tea,chip came ice lemon tea,0
394,charlie-brown-cafe-orchard-road-singapore,"Fish and chips - 炸鱼扒
Lunch set came with ice lemon tea and lava cake
PS: their chicken steak pasta portions was smaller already 😂
.",kar hing,portion,lava cake ps chicken steak pasta portions smaller,lava cake p chicken steak pasta portion smaller,lava cake ps chicken steak pasta portion smaller,-1
395,charlie-brown-cafe-orchard-road-singapore,"Hi, Charlie Brown...🙆 #crepes #charlie #peanut #wednesday #dessert #instaphoto",Skyangel Lim,food,crepes charlie peanut,crepe charlie peanut,crepe charli peanut,0
396,charlie-brown-cafe-orchard-road-singapore,Honey Chicken Wings Fried Rice,Farhana Chua,food,fried rice mixed slices ham adding chilly sauce spice,fried rice mixed slice ham adding chilly sauce spice,fri rice mix slice ham ad chilli sauc spice,0
397,charlie-brown-cafe-orchard-road-singapore,I like to be sinful on my weekends.,Maliwi Adrielle,food,sinful,sinful,sin,0
398,charlie-brown-cafe-orchard-road-singapore,"Joe Cool (aka Snoopy) is in the limelight in the Year of the Dog 😅
•
@charliebrowncafesg a place to chill for a cuppa and desserts
- - - - - - - - - - - - - - - - - - - - -
➡️➡️ SWIPE FOR MORE ➡️➡️
- - - - - - - - - - - - - - - - - - - - -
Chocolate Lava Cake | Raspberry Chocolate Frappe | Chicken Risotto
.",Agnes Chow,ambience,cool aka snoopy limelight dog charliebrowncafesg place chill cool aka snoopy limelight dog charliebrowncafesg place chill,cool aka snoopy limelight dog charliebrowncafesg place chill cool aka snoopy limelight dog charliebrowncafesg place chill,cool aka snoopi limelight dog charliebrowncafesg place chill cool aka snoopi limelight dog charliebrowncafesg place chill,1
399,charlie-brown-cafe-orchard-road-singapore,"Joe Cool (aka Snoopy) is in the limelight in the Year of the Dog 😅
•
@charliebrowncafesg a place to chill for a cuppa and desserts
- - - - - - - - - - - - - - - - - - - - -
➡️➡️ SWIPE FOR MORE ➡️➡️
- - - - - - - - - - - - - - - - - - - - -
Chocolate Lava Cake | Raspberry Chocolate Frappe | Chicken Risotto
.",Agnes Chow,food,cuppa desserts raspberry chocolate frappe chicken risotto chocolate lava cake raspberry chicken risotto,cuppa dessert raspberry chocolate frappe chicken risotto chocolate lava cake raspberry chicken risotto,cuppa dessert raspberri chocol frapp chicken risotto chocol lava cake raspberri chicken risotto,0
400,charlie-brown-cafe-orchard-road-singapore,No Longer The Same,Bryan Soh,food,ordered mac cheese seafood pizza chicken cheesesteak sandwich chocolate lave cake cheesy sausage great disappointment,ordered mac cheese seafood pizza chicken cheesesteak sandwich chocolate lave cake cheesy sausage great disappointment,order mac chees seafood pizza chicken cheesesteak sandwich chocol lave cake cheesi sausag great disappoint,-1
401,charlie-brown-cafe-orchard-road-singapore,Strawberry Pancake #food,rhodora macapagal,food,pancake foodstrawberry pancake,pancake foodstrawberry pancake,pancak foodstrawberri pancak,0
402,city-hot-pot-shabu-shabu-tanjong-pagar,6-Oct,ctlx 🤤,food,wagyu rib eye sweet savoury good come soup herbal chicken weirdly bitter seen multiple raved reviews meat alright no wow factor not order,wagyu rib eye sweet savoury good come soup herbal chicken weirdly bitter seen multiple raved review meat alright no wow factor not order,wagyu rib eye sweet savouri good come soup herbal chicken weirdli bitter seen multipl rave review meat alright no wow factor not order,0
403,city-hot-pot-shabu-shabu-tanjong-pagar,6-Oct,ctlx 🤤,service,good,good,good,1
404,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Beef Sets,Sindi Tan,price,setsusing burpple expensive expensive,setsusing burpple expensive expensive,setsus burppl expens expens,-1
405,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Rib Eye Set,Q Z,food,wagyu rib eye setordered burpple said no good spread vegetables soup tasty salty salty said no good spread vegetables soup tasty salty,wagyu rib eye setordered burpple said no good spread vegetable soup tasty salty salty said no good spread vegetable soup tasty salty,wagyu rib eye setord burppl said no good spread veget soup tasti salti salti said no good spread veget soup tasti salti,-1
406,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Rib Eye Set,Q Z,service,checked staff,checked staff,check staff,0
407,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,Clarence Chan,food,additional prawn paste additional prawn paste cost close nice oh god tomato soup not super diluted cakes kind yong tau fu tau kee dou pi yam sticks good tau kee bunch dou pi yam sticks good,additional prawn paste additional prawn paste cost close nice oh god tomato soup not super diluted cake kind yong tau fu tau kee dou pi yam stick good tau kee bunch dou pi yam stick good,addit prawn past addit prawn past cost close nice oh god tomato soup not super dilut cake kind yong tau fu tau kee dou pi yam stick good tau kee bunch dou pi yam stick good,1
408,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,Clarence Chan,portion,slices,slice,slice,-1
409,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,Clarence Chan,price,high price not worth,high price not worth,high price not worth,-1
410,crystal-jade-kitchen-14,"Avoid This Cute-looking But Terrible, Chewy Dish",Ợ Địt,food,terrible good innovative dishes cordyceps soup brown fried rice carrot looking dumpling refill tea big success quickly expanded food good,terrible good innovative dish cordyceps soup brown fried rice carrot looking dumpling refill tea big success quickly expanded food good,terribl good innov dish cordycep soup brown fri rice carrot look dumpl refil tea big success quickli expand food good,1
411,crystal-jade-kitchen-14,"Avoid This Cute-looking But Terrible, Chewy Dish",Ợ Địt,price,prices reasonable reasonable prices reasonable prices reasonable,price reasonable reasonable price reasonable price reasonable,price reason reason price reason price reason,1
412,crystal-jade-kitchen-14,"Avoid This Cute-looking But Terrible, Chewy Dish",Ợ Địt,service,good quality user friendly not proactive senior staff member,good quality user friendly not proactive senior staff member,good qualiti user friendli not proactiv senior staff member,1
413,crystal-jade-kitchen-14,"Avoid This Dish, It’s Crispy But Way Too Dry",Ợ Địt,food,good quality innovative dishes cordyceps soup brown fried rice terrible ideas carrot looking dumpling refill tea big success quickly expanded food good,good quality innovative dish cordyceps soup brown fried rice terrible idea carrot looking dumpling refill tea big success quickly expanded food good,good qualiti innov dish cordycep soup brown fri rice terribl idea carrot look dumpl refil tea big success quickli expand food good,1
414,crystal-jade-kitchen-14,"Avoid This Dish, It’s Crispy But Way Too Dry",Ợ Địt,price,prices reasonable reasonable prices reasonable prices reasonable,price reasonable reasonable price reasonable price reasonable,price reason reason price reason price reason,1
415,crystal-jade-kitchen-14,"Avoid This Dish, It’s Crispy But Way Too Dry",Ợ Địt,service,good quality user friendly not proactive senior staff member,good quality user friendly not proactive senior staff member,good qualiti user friendli not proactiv senior staff member,1
416,crystal-jade-kitchen-14,Crispy Egg Plant with Gloss ($9.80++),Ợ Địt,food,egg plant gloss,egg plant gloss,egg plant gloss,0
417,crystal-jade-kitchen-14,Deep fried tofu with salt and pepper,Dee Huang,food,fried tofu salt pepperdeep,fried tofu salt pepperdeep,fri tofu salt pepperdeep,0
418,crystal-jade-kitchen-14,Delish Brown Fried Rice,Ợ Địt,food,good quality innovative dishes cordyceps soup brown fried rice terrible ideas carrot looking dumpling big success quickly expanded food good,good quality innovative dish cordyceps soup brown fried rice terrible idea carrot looking dumpling big success quickly expanded food good,good qualiti innov dish cordycep soup brown fri rice terribl idea carrot look dumpl big success quickli expand food good,1
419,crystal-jade-kitchen-14,Delish Brown Fried Rice,Ợ Địt,price,prices reasonable reasonable prices reasonable prices reasonable,price reasonable reasonable price reasonable price reasonable,price reason reason price reason price reason,1
420,crystal-jade-kitchen-14,Delish Brown Fried Rice,Ợ Địt,service,good quality user friendly not proactive senior staff member,good quality user friendly not proactive senior staff member,good qualiti user friendli not proactiv senior staff member,1
421,crystal-jade-kitchen-14,Eggplant Dish,Irene Irene,food,dishtasted yummy,dishtasted yummy,dishtast yummi,1
422,crystal-jade-kitchen-14,"Fried Rice In ""Yang Zhou"" Style ",Hungry Ghost,food,fried rice yang zhou style special,fried rice yang zhou style special,fri rice yang zhou style special,0
423,crystal-jade-kitchen-14,La Mian With Braised Beef Belly,Hungry Ghost,food,la mian braised beef bellyalthough yellow noodles,la mian braised beef bellyalthough yellow noodle,la mian brais beef bellyalthough yellow noodl,0
424,crystal-jade-kitchen-14,La Mian With Roasted Duck,Hungry Ghost,food,yellow noodles,yellow noodle,yellow noodl,0
425,crystal-jade-kitchen-14,Steamed Pork Rib With Black Bean Sauce,Hungry Ghost,food,black bean saucei sauce,black bean saucei sauce,black bean saucei sauc,0
426,crystal-jade-kitchen-14,Steamed Pork Spare Ribs with Black Bean Sauce ($5),Phoebe L,food,steamed pork spare ribs black bean sauce got briny slabs bathing oily broth muster tender fatty palpably absent unsurprising,steamed pork spare rib black bean sauce got briny slab bathing oily broth muster tender fatty palpably absent unsurprising,steam pork spare rib black bean sauc got brini slab bath oili broth muster tender fatti palpabl absent unsurpris,-1
427,crystal-jade-kitchen-14,Steamed Pork Spare Ribs with Black Bean Sauce ($5),Phoebe L,portion,little meat,little meat,littl meat,-1
428,crystal-jade-kitchen-14,"To sum up my Sunday, I had dim sum in a dim restaurant.",Jen 😋,food,deep fried shrimp dumpling think different usual har kau sumptuous fresh prawns,deep fried shrimp dumpling think different usual har kau sumptuous fresh prawn,deep fri shrimp dumpl think differ usual har kau sumptuou fresh prawn,1
429,crystal-jade-kitchen-14,Yin Yang Ha Gao,Ợ Địt,food,good quality innovative dishes cordyceps soup brown fried rice terrible ideas carrot looking dumpling refill tea big success quickly expanded food good,good quality innovative dish cordyceps soup brown fried rice terrible idea carrot looking dumpling refill tea big success quickly expanded food good,good qualiti innov dish cordycep soup brown fri rice terribl idea carrot look dumpl refil tea big success quickli expand food good,1
430,crystal-jade-kitchen-14,Yin Yang Ha Gao,Ợ Địt,price,prices reasonable reasonable prices reasonable prices reasonable,price reasonable reasonable price reasonable price reasonable,price reason reason price reason price reason,1
431,crystal-jade-kitchen-14,Yin Yang Ha Gao,Ợ Địt,service,good quality user friendly not proactive senior staff member,good quality user friendly not proactive senior staff member,good qualiti user friendli not proactiv senior staff member,1
432,crystal-jade-kitchen-25,Crystal Jade Never Disappoints,Angeline Kang,food,better ones not bad,better one not bad,better one not bad,0
433,crystal-jade-kitchen-25,"Dim Sum Wednesday 😋
Our favorite was the salted egg yolk steam bun 😘
The special $1 deal for the braised pork rib bun was a disappointment.",Judy Choong,food,salted egg yolk steam bun braised pork,salted egg yolk steam bun braised pork,salt egg yolk steam bun brais pork,1
434,crystal-jade-kitchen-25,"Fave plain but full 0f taste p0rridge f0r dinner yesterday 😋
.",Izumi 泉,food,taste prridge fr dinner yesterday plain congee soya sauce chicken steamed pork rib dim sum vegetable claypot crystaljade crystaljadekitchen foodporn,taste prridge fr dinner yesterday plain congee soya sauce chicken steamed pork rib dim sum vegetable claypot crystaljade crystaljadekitchen foodporn,tast prridg fr dinner yesterday plain conge soya sauc chicken steam pork rib dim sum veget claypot crystaljad crystaljadekitchen foodporn,1
435,crystal-jade-kitchen-25,Salted Egg Prawn,Vanessa S,food,salted egg prawntoo oily little salted salted egg,salted egg prawntoo oily little salted salted egg,salt egg prawntoo oili littl salt salt egg,-1
436,crystal-jade-kitchen-25,Typical Local Chinese,Fatty Foodie,food,added oil,added oil,ad oil,0
437,crystal-jade-kitchen-25,Typical Local Chinese,Fatty Foodie,service,frequent place staff,frequent place staff,frequent place staff,0
438,crystal-jade-singapore-54,Braised pork rice bowl $9,Chetan Phøtøgråphy,food,braised pork rice bowl tasty watercress soup,braised pork rice bowl tasty watercress soup,brais pork rice bowl tasti watercress soup,1
439,crystal-jade-singapore-54,Braised pork rice bowl $9,Chetan Phøtøgråphy,price,value money value money,value money value money,valu money valu money,1
440,dan-ryans-chicago-grill-2,Helloooo #brunch #nomnom #food #foodporn #delicious #comfortfood #yummy,Keiji Heng,food,brunch nomnom,brunch nomnom,brunch nomnom,0
441,deans-cafe,Crispy Duck,Dawn Then,food,nice not dry,nice not dry,nice not dri,1
442,deans-cafe,Hi there.,Priscilla Chan,food,eatyourcitysg chilicrab,eatyourcitysg chilicrab,eatyourcitysg chilicrab,0
443,dessertcup,A Pumpkin Cupcake for Halloween?,Elaine Koh,food,pumpkin cupcake,pumpkin cupcake,pumpkin cupcak,0
444,dessertcup,Cake Pop,Yan Fang Lim,food,icing sugar coating,icing sugar coating,ice sugar coat,0
445,dessertcup,Cupcakes!,Joan Cat,food,kahlua french earl grey banana,kahlua french earl grey banana,kahlua french earl grey banana,0
446,dessertcup,"For once, couldn't we all just enjoy a unicorn themed food.",The Hungry Feet,food,unicorn cupcake,unicorn cupcake,unicorn cupcak,0
447,dessertcup,Red Velvet Cupcake 😍 #foodporn,Jecca Fernandez,food,velvet cupcake,velvet cupcake,velvet cupcak,1
448,dj-bakery,Charcoal Custard,Eunice Pang,food,tasting bun buy kinda bread know,tasting bun buy kinda bread know,tast bun buy kinda bread know,-1
449,donburi-maruya,Oyako Don ($9.50).,Miss Ha ~,food,fell short watery egg blanket mixing chicken onion slices untidily salty soy sauce marination,fell short watery egg blanket mixing chicken onion slice untidily salty soy sauce marination,fell short wateri egg blanket mix chicken onion slice untidili salti soy sauc marin,-1
450,donburi-maruya,Oyako Don ($9.50).,Miss Ha ~,portion,comes size rice bowl fell short,come size rice bowl fell short,come size rice bowl fell short,-1
451,donya-japanese-cuisine,Affordable But Below Average,Yun Zhen Choy,food,read lot good stuff donya feed excited try honestly worst meals mentai salmon chicken katsu hopelessly bland average read lot good stuff donya feed worst meals katsu dons seasoned read lot good stuff donya feed honestly worst meals,read lot good stuff donya feed excited try honestly worst meal mentai salmon chicken katsu hopelessly bland average read lot good stuff donya feed worst meal katsu don seasoned read lot good stuff donya feed honestly worst meal,read lot good stuff donya feed excit tri honestli worst meal mentai salmon chicken katsu hopelessli bland averag read lot good stuff donya feed worst meal katsu don season read lot good stuff donya feed honestli worst meal,1
452,donya-japanese-cuisine,Affordable But Below Average,Yun Zhen Choy,portion,think generous aburi mentai mayo patch bleeding heart spent,think generous aburi mentai mayo patch bleeding heart spent,think gener aburi mentai mayo patch bleed heart spent,1
453,donya-japanese-cuisine,Affordable But Below Average,Yun Zhen Choy,price,affordable,affordable,afford,1
454,donya-japanese-cuisine,Affordable But Below Average,Yun Zhen Choy,time,long time long time long time,long time long time long time,long time long time long time,-1
455,donya-japanese-cuisine,Affordably Priced Donburis & Makis,Maureen Ow,food,drenched tama miso sauce slightly sweeter trio,drenched tama miso sauce slightly sweeter trio,drench tama miso sauc slightli sweeter trio,0
456,donya-japanese-cuisine,Chicken Katsu Don $5.80 (top) / Chicken Teriyaki Don $6.80,Kugel Kaffee,food,chicken katsu chicken katsu chicken katsu,chicken katsu chicken katsu chicken katsu,chicken katsu chicken katsu chicken katsu,0
457,donya-japanese-cuisine,Chicken Katsu Don $5.80 (top) / Chicken Teriyaki Don $6.80,Kugel Kaffee,time,good term quantity waiting time,good term quantity waiting time,good term quantiti wait time,0
458,donya-japanese-cuisine,Chicken Mentai Katsu Don,Doreen Tan,food,mentai katsu donchicken,mentai katsu donchicken,mentai katsu donchicken,0
459,donya-japanese-cuisine,Chicken Mentai Katsu Don,Doreen Tan,portion,small serving tab small,small serving tab small,small serv tab small,-1
460,donya-japanese-cuisine,Chicken Teriyaki Don,Kevin M,food,chicken teriyaki teriyaki sauce marinated free miso soup,chicken teriyaki teriyaki sauce marinated free miso soup,chicken teriyaki teriyaki sauc marin free miso soup,1
461,donya-japanese-cuisine,Don mains & maki,jelly belly,food,left clockwise chicken katsu salmon mentai complement good salmon mentai,left clockwise chicken katsu salmon mentai complement good salmon mentai,left clockwis chicken katsu salmon mentai complement good salmon mentai,1
462,donya-japanese-cuisine,Don mains & maki,jelly belly,portion,pretty normal sizing half portion,pretty normal sizing half portion,pretti normal size half portion,-1
463,donya-japanese-cuisine,Don mains & maki,jelly belly,service,efficient service good,efficient service good,effici servic good,1
464,donya-japanese-cuisine,Donya Japanese Cuisine,Pearlyn Chow,food,japanese rice drizzled teriyaki sauce huge slice salmon sat,japanese rice drizzled teriyaki sauce huge slice salmon sat,japanes rice drizzl teriyaki sauc huge slice salmon sat,0
465,donya-japanese-cuisine,Salmon Mentai Bowl,Gwen Cheng,food,fried salmon decent extremely affordable prices donya maki salmon mentai,fried salmon decent extremely affordable price donya maki salmon mentai,fri salmon decent extrem afford price donya maki salmon mentai,1
466,donya-japanese-cuisine,Salmon Mentai Bowl,Gwen Cheng,portion,big fat slice,big fat slice,big fat slice,1
467,donya-japanese-cuisine,Salmon Mentai Bowl,Gwen Cheng,price,decent extremely affordable prices,decent extremely affordable price,decent extrem afford price,1
468,donya-japanese-cuisine,Salmon Mentai Don,Jonathan Lim,food,salmon mentai donvisited recently trending japanese,salmon mentai donvisited recently trending japanese,salmon mentai donvisit recent trend japanes,0
469,donya-japanese-cuisine,Salmon Mentai Don,Jonathan Lim,price,wise affordable,wise affordable,wise afford,1
470,donya-japanese-cuisine,Salmon Mentai Don,Thiam Peng Tan,food,mentai donwhat disappointing deep fried fish,mentai donwhat disappointing deep fried fish,mentai donwhat disappoint deep fri fish,-1
471,donya-japanese-cuisine,"Those looking to satisfy their japanese food cravings without breaking the bank, check out @donyasingapore .",Seanna Lim,food,unagi tama mentai katsu strong mayo taste,unagi tama mentai katsu strong mayo taste,unagi tama mentai katsu strong mayo tast,0
472,donya-japanese-cuisine,"Those looking to satisfy their japanese food cravings without breaking the bank, check out @donyasingapore .",Seanna Lim,portion,generous,generous,gener,1
473,donya-japanese-cuisine,"Those looking to satisfy their japanese food cravings without breaking the bank, check out @donyasingapore .",Seanna Lim,price,decent price,decent price,decent price,1
474,donya-japanese-cuisine,Unagi Don,Huang Chunping,food,best food toa payoh coffee shop,best food toa payoh coffee shop,best food toa payoh coffe shop,1
475,eat-13,All-time Favourite Bak Chor Mee aka.,Cassandra Chew,food,pork noodles fishball yumzy favourite bak chor mee,pork noodle fishball yumzy favourite bak chor mee,pork noodl fishbal yumzi favourit bak chor mee,1
476,eat-13,All-time Favourite Bak Chor Mee aka.,Cassandra Chew,portion,got no idea big saga,got no idea big saga,got no idea big saga,0
477,eat-13,Mee Pok Tah,Jacky goh,food,sour fishballs noodles texture good sour fishballs noodles texture good,sour fishballs noodle texture good sour fishballs noodle texture good,sour fishbal noodl textur good sour fishbal noodl textur good,1
478,eighteen-chefs-at-starvista,Heart Attack Fried Rice ($17),Gerald Tan,food,fried rice served new york strips,fried rice served new york strip,fri rice serv new york strip,0
479,eighteen-chefs-at-starvista,Heart Attack Fried Rice (Half Spring Chicken),Zek Mohd,food,fried rice half spring chicken yummy,fried rice half spring chicken yummy,fri rice half spring chicken yummi,1
480,fm-cafe-1,Waffle W Ice Cream,YanxiaTng Nearra,food,nice waffle,nice waffle,nice waffl,1
481,fm-cafe-1,Waffle W Ice Cream,YanxiaTng Nearra,price,cheating yur money,cheating yur money,cheat yur money,-1
482,four-leaves-1,Black Sesame Mochi,Jasmine L.,food,mochivery chewy fragrant,mochivery chewy fragrant,mochiveri chewi fragrant,1
483,frunatic,Burger ($20++),Ợ Địt,food,food healthy,food healthy,food healthi,0
484,frunatic,Burger ($20++),Ợ Địt,time,occupied tables lunchtime,occupied table lunchtime,occupi tabl lunchtim,-1
485,frunatic,Poke ($16++),Ợ Địt,time,occupied tables lunchtime,occupied table lunchtime,occupi tabl lunchtim,-1
486,frunatic,Soup ($7++),Ợ Địt,food,food healthy,food healthy,food healthi,0
487,frunatic,Soup ($7++),Ợ Địt,time,occupied tables lunchtime wait,occupied table lunchtime wait,occupi tabl lunchtim wait,-1
488,fu-xing-mei-shi-stall-23dunman-hawker,Hong Kong Style Steamed Fish Head,Lye Yin Leong,food,steamed fish headfish fresh,steamed fish headfish fresh,steam fish headfish fresh,0
489,geometry,Alexandra // Gelato,Eatssentially .,food,tart min tart,tart min tart,tart min tart,0
490,geometry,Alexandra // Gelato,Eatssentially .,service,free wifi,free wifi,free wifi,1
491,geometry,Alexandra // Gelato,Eatssentially .,time,bing bong waiting time,bing bong waiting time,bing bong wait time,0
492,geometry,Handcrafted Tart with double scoops.,Caecilia Caecilia,food,choosing earl grey tie guanyin pistachio flavours,choosing earl grey tie guanyin pistachio flavour,choos earl grey tie guanyin pistachio flavour,0
493,geometry,Happiness In A Cone,Zhengyu Chua,food,great ice cream,great ice cream,great ice cream,1
494,geometry,Ice Cream Waffle,Ivan Chee,food,ice cream belgian waffle ordered ala carte,ice cream belgian waffle ordered ala carte,ice cream belgian waffl order ala cart,0
495,geometry,Panna Cotta ($3.90),Eustacia Tan,food,dotted berry sauce condensed milk,dotted berry sauce condensed milk,dot berri sauc condens milk,0
496,geometry,Pistachio Ice cream,desserts first,ambience,loved place,loved place,love place,1
497,geometry,Pistachio Ice cream,desserts first,food,pistachio ice creamone better creams tasted sweet liking cream tasting instead pretty,pistachio ice creamone better cream tasted sweet liking cream tasting instead pretty,pistachio ice creamon better cream tast sweet like cream tast instead pretti,1
498,geometry,So-so icecream,Katie Yeo,food,icecream premium category felt tasted pretty regular,icecream premium category felt tasted pretty regular,icecream premium categori felt tast pretti regular,-1
499,geometry,Surprisingly Delicious,Clive Lim,food,salted egg chicken waffle smoked salmon rosti decent,salted egg chicken waffle smoked salmon rosti decent,salt egg chicken waffl smoke salmon rosti decent,1
500,hapy-daze-cafe-bistro,Dinner @ Happy Daze - featuring Lamb Shank.,Rachael Seraphina,food,featuring lamb,featuring lamb,featur lamb,0
501,hapy-daze-cafe-bistro,Lamb Shanks,Gremlin O,portion,shanks huge portion huge portion,shank huge portion huge portion,shank huge portion huge portion,1
502,heng-kee-lor-mee,Lor Mee,Alex Chua,food,gravy starchy flavourful noodles able boiled egg chicken meat gravy,gravy starchy flavourful noodle able boiled egg chicken meat gravy,gravi starchi flavour noodl abl boil egg chicken meat gravi,1
503,heng-kee-lor-mee,Lor Mee,Alex Chua,time,served quickly nonexistent queue bowl gets served quickly,served quickly nonexistent queue bowl get served quickly,serv quickli nonexist queue bowl get serv quickli,1
504,henri-charpentier-orchard-central,Fromage (Original),Amos Tan,food,cheese taste,cheese taste,chees tast,0
505,henri-charpentier-orchard-central,Matcha Cheesecake [$3],Wei Zhi Chiang,food,wanted try new hanjuku fromage itoen matcha,wanted try new hanjuku fromage itoen matcha,want tri new hanjuku fromag itoen matcha,0
506,henri-charpentier-orchard-central,"On most days, @timchee do not allow me to indulge in my desserts craving.",ni eats,food,lit sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit sweet fragrant dry liking tasted odd remind pudding sweet fragrant,lit sweet fragrant dri like tast odd remind pud sweet fragrant,1
507,henri-charpentier-orchard-central,"On most days, @timchee do not allow me to indulge in my desserts craving.",ni eats,service,lit,lit,lit,1
508,henri-charpentier-orchard-central,"Strawberry roll cake, $4.60.",Yvonne Lo,food,looks small oversized palm substantial hides ichigo strawberry gone cheese cakes,look small oversized palm substantial hide ichigo strawberry gone cheese cake,look small overs palm substanti hide ichigo strawberri gone chees cake,1
509,henri-charpentier-orchard-central,"Strawberry roll cake, $4.60.",Yvonne Lo,portion,looks small oversized palm substantial,look small oversized palm substantial,look small overs palm substanti,-1
510,henri-charpentier-orchard-central,Tiramisu ($9),Jessica Chew,food,italian classic dessert elegant light right level sweetness right level sweetness not particularly awed,italian classic dessert elegant light right level sweetness right level sweetness not particularly awed,italian classic dessert eleg light right level sweet right level sweet not particularli awe,1
511,henri-charpentier-orchard-central,"🍋/ Lemon Tart
Tried lemon tart for the first time yesterday.",YiTian Yu,food,lemon tart tried lemon tarts previously igsg eating lemon tarts previously igsg,lemon tart tried lemon tart previously igsg eating lemon tart previously igsg,lemon tart tri lemon tart previous igsg eat lemon tart previous igsg,1
512,hill-street-fried-kway-teow,A short queue of just 6 people.,Kris Lim,food,char kway teow tasted good not happily slurp,char kway teow tasted good not happily slurp,char kway teow tast good not happili slurp,0
513,hill-street-fried-kway-teow,A short queue of just 6 people.,Kris Lim,portion,good not breath,good not breath,good not breath,-1
514,hill-street-fried-kway-teow,A short queue of just 6 people.,Kris Lim,time,short queue grown longer,short queue grown longer,short queue grown longer,0
515,hill-street-fried-kway-teow,Craving for char kway teow.,Kris Lim,time,perennial long queue perennial long queue,perennial long queue perennial long queue,perenni long queue perenni long queue,-1
516,hill-street-fried-kway-teow,One Of The Most Famous Char Kway Teow In 🇸🇬,Whatisdigesting 😋,food,taste michelin plate ckt special mind blowingly good crispy pork lard,taste michelin plate ckt special mind blowingly good crispy pork lard,tast michelin plate ckt special mind blowingli good crispi pork lard,1
517,hill-street-fried-kway-teow,One Of The Most Famous Char Kway Teow In 🇸🇬,Whatisdigesting 😋,portion,priced portion great substantial hum,priced portion great substantial hum,price portion great substanti hum,1
518,hill-street-fried-kway-teow,One Of The Most Famous Char Kway Teow In 🇸🇬,Whatisdigesting 😋,service,special mind blowingly good,special mind blowingly good,special mind blowingli good,1
519,hill-street-fried-kway-teow,So sinful but so delish.,Kris Lim,food,removed bits pieces pork lard,removed bit piece pork lard,remov bit piec pork lard,0
520,hokkai-villa,Decent Japanese Restaurant,Jerrold A,food,fried rice good grilled squid teriyaki cod tasty overpriced small offer beer promotions fried rice good,fried rice good grilled squid teriyaki cod tasty overpriced small offer beer promotion fried rice good,fri rice good grill squid teriyaki cod tasti overpr small offer beer promot fri rice good,1
521,hokkai-villa,Decent Japanese Restaurant,Jerrold A,portion,overpriced small,overpriced small,overpr small,-1
522,hokkai-villa,Decent Japanese Restaurant,Jerrold A,price,cheap,cheap,cheap,1
523,hokkai-villa,Unsatisfying Meal,Sarah Ng,food,white rice instead seasoned pickles overpowered fish wait min raw food forgot slice hotate amaebi nothing fancy not big fan ikura,white rice instead seasoned pickle overpowered fish wait min raw food forgot slice hotate amaebi nothing fancy not big fan ikura,white rice instead season pickl overpow fish wait min raw food forgot slice hotat amaebi noth fanci not big fan ikura,-1
524,hokkai-villa,Unsatisfying Meal,Sarah Ng,price,affordable,affordable,afford,1
525,hokkai-villa,Water Is Free,ms skinny,service,bad waitress came ok black faced,bad waitress came ok black faced,bad waitress came ok black face,-1
526,hokkai-villa,Weekend Ala Carte Buffet,Charmaine Koh,price,average not worth price,average not worth price,averag not worth price,-1
527,hokkai-villa,Weekend Ala Carte Buffet,Charmaine Koh,service,better service staff attitude good better service staff attitude good,better service staff attitude good better service staff attitude good,better servic staff attitud good better servic staff attitud good,-1
528,hong-kiat-seafood-restaurant,"Horfun, Bitter Gourd Pork, Salted Egg Pork Rib",Et Et,food,bitter gourd pork salted egg ribhorfun tasteless noodles slightly harder usual soft meat,bitter gourd pork salted egg ribhorfun tasteless noodle slightly harder usual soft meat,bitter gourd pork salt egg ribhorfun tasteless noodl slightli harder usual soft meat,-1
529,hong-kiat-seafood-restaurant,Salted Egg Sotong #burpple,James Ho,food,egg sotong,egg sotong,egg sotong,0
530,hong-kiat-seafood-restaurant,[Hong Kiat Seafood Restaurant] - Crab Bee Hoon.,SG Food On Foot,ambience,comfort garden,comfort garden,comfort garden,1
531,hong-kiat-seafood-restaurant,[Hong Kiat Seafood Restaurant] - Crab Bee Hoon.,SG Food On Foot,food,hong kiat seafood restaurant crab bee broth lacked depth,hong kiat seafood restaurant crab bee broth lacked depth,hong kiat seafood restaur crab bee broth lack depth,-1
