Unnamed: 0,restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,phrase_no_aspect,phrase_no_noun,label,new_aspect_1,new_aspect_2
812,avorush,"Regular Bowl + Salmon [S$10.00+S$2.00]
・
Quinoa Salad | Salmon | Roasted Beetroot Carrot | Beetroot Hummus | Guacamole
・
Now I could understand @AvoRush’s long lunch queue cause they make healthy food TASTY with minimal to no sauce!","Yes, I’m impressed that its tastiness actually makes me forgot that I’m eating something wholesome😍
・
Asia Square Tower 2
12 Marina View
#02-23
Singapore 018961
・
#Burpple #FoodieGohDowntown
・
・
・
・
#tslmakan #instafood_sg #food #yummy #foodstagram #foodgasm #sgfoodies #sgfoodie #foodsg #singaporefood #whati8today #sgfoodporn #eatoutsg #8dayseat #singaporeinsiders #singaporeeats #sgfoodtrend #sgigfoodie #thisisinsiderfood #foodinsingapore #foodinsing #followme #follow #quinoasalad #avocado #guacamole #beetroothummus",Foodie Goh,@foodiegoh,ambience,"square, tower","['square', 'tower']",['square'],0,,
813,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,food,style,['style'],[],0,,
814,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,food,"intrigued, noodle",['intrigued'],['intrigued'],0,food,
815,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,food,"sell, early","['sell', 'early']","['sell', 'early']",0,,
816,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,food,"dipped, sweet, sauce, chili, though","['dipped', 'sweet', 'chili', 'though']","['dipped', 'sweet', 'though']",0,food,
817,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,service,"dipped, sweet, sauce, chili, though","['dipped', 'sweet', 'chili', 'though']","['dipped', 'sweet', 'though']",0,food,
818,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,ambience,"clued, place",['clued'],['clued'],0,,
819,lao-huang-hakka-niang-tou-fu,Traditional Hakka Fare,"I've never tried this style of yong tau foo before and was intrigued by the noodle style as well as the limited selection of toppings! The rest of Singapore seemed to be clued in as this place was bustling. Recommended by my dad, this place already had a tiny crowd upon opening and apparently they sell out early. As for the food, the noodles was nicely al dente and tasty, but I felt the tou foo toppings were normal? Pretty good dipped in their sweet sauce and chili though. Won't be craving this but a great meal if you're in the area!",Wei Ling Neo,@neoweiling,ambience,"already, tiny, crowd, upon, opening, apparently, sell, early","['already', 'tiny', 'crowd', 'upon', 'opening', 'apparently', 'sell', 'early']","['already', 'tiny', 'upon', 'opening', 'apparently', 'sell', 'early']",-1,time,time
820,Mar-03,Mushroom Pasta,$12.90++ a serving. Choice of cream sauce or tomato sauce. But pure veg take note it uses chicken stock to cook.,Doreen Tan,@alamakgirl,food,serving,[],['serving'],0,,
821,Mar-03,Mushroom Pasta,$12.90++ a serving. Choice of cream sauce or tomato sauce. But pure veg take note it uses chicken stock to cook.,Doreen Tan,@alamakgirl,food,"uses, chicken, stock","['uses', 'stock']",['uses'],0,food,
822,beiing-yun-tuen-noodle,Finally tried this Wanton Gem in the East!,"🍜🍜 Being 1 of the Best Ton noodle in the East!
A Palatable QQ Noodle & Tingling Sensation of the Chilli that causes a Hiphop on my 👅👅with a Flavourful Soup to cleanse the palate😍😍😍
.
#美樱云吞面 #being1ton #roxysquare #wantonmee #thefeedfeed #noodleworship #hungrysquad #burpple #makemoments #buzzfeedtasty #huffposttaste #tastingtable #huaweimate20 #clifftonjtphotography #foodphotography #tastemade #bestoftheday  #beautifulcuisines #onthetable #potd #hungryfever #feedfeed #instagood #cliffton_jt #foodtrending #katong #foreverhungry #photooftheday",Cliffton Choo,@cliffton_jt,food,east,['east'],[],0,,
823,beiing-yun-tuen-noodle,Finally tried this Wanton Gem in the East!,"🍜🍜 Being 1 of the Best Ton noodle in the East!
A Palatable QQ Noodle & Tingling Sensation of the Chilli that causes a Hiphop on my 👅👅with a Flavourful Soup to cleanse the palate😍😍😍
.
#美樱云吞面 #being1ton #roxysquare #wantonmee #thefeedfeed #noodleworship #hungrysquad #burpple #makemoments #buzzfeedtasty #huffposttaste #tastingtable #huaweimate20 #clifftonjtphotography #foodphotography #tastemade #bestoftheday  #beautifulcuisines #onthetable #potd #hungryfever #feedfeed #instagood #cliffton_jt #foodtrending #katong #foreverhungry #photooftheday",Cliffton Choo,@cliffton_jt,food,"palatable, qq, noodle","['palatable', 'qq']","['palatable', 'qq']",1,food,food
824,beiing-yun-tuen-noodle,Finally tried this Wanton Gem in the East!,"🍜🍜 Being 1 of the Best Ton noodle in the East!
A Palatable QQ Noodle & Tingling Sensation of the Chilli that causes a Hiphop on my 👅👅with a Flavourful Soup to cleanse the palate😍😍😍
.
#美樱云吞面 #being1ton #roxysquare #wantonmee #thefeedfeed #noodleworship #hungrysquad #burpple #makemoments #buzzfeedtasty #huffposttaste #tastingtable #huaweimate20 #clifftonjtphotography #foodphotography #tastemade #bestoftheday  #beautifulcuisines #onthetable #potd #hungryfever #feedfeed #instagood #cliffton_jt #foodtrending #katong #foreverhungry #photooftheday",Cliffton Choo,@cliffton_jt,food,"flavourful, soup, cleanse","['flavourful', 'cleanse']",['flavourful'],1,food,food
825,beiing-yun-tuen-noodle,Finally tried this Wanton Gem in the East!,"🍜🍜 Being 1 of the Best Ton noodle in the East!
A Palatable QQ Noodle & Tingling Sensation of the Chilli that causes a Hiphop on my 👅👅with a Flavourful Soup to cleanse the palate😍😍😍
.
#美樱云吞面 #being1ton #roxysquare #wantonmee #thefeedfeed #noodleworship #hungrysquad #burpple #makemoments #buzzfeedtasty #huffposttaste #tastingtable #huaweimate20 #clifftonjtphotography #foodphotography #tastemade #bestoftheday  #beautifulcuisines #onthetable #potd #hungryfever #feedfeed #instagood #cliffton_jt #foodtrending #katong #foreverhungry #photooftheday",Cliffton Choo,@cliffton_jt,food,"palate, 😍, 😍","['palate', '😍', '😍']","['😍', '😍']",1,food,food
826,food-junction-century-square,Bittergourd Mixed Fish Beehoon,"Served hot!
Yummy sliced fish, thick fried fish & sliced bittergourd combined thick beehoon in savoury soup.
Slurp!
($6) 12 Halimi’s Sliced Fish Soup",Kevin M,@WKB,food,"mixed, fish, beehoonserved, hot","['mixed', 'beehoonserved', 'hot']","['mixed', 'beehoonserved', 'hot']",0,food,
827,food-junction-century-square,Bittergourd Mixed Fish Beehoon,"Served hot!
Yummy sliced fish, thick fried fish & sliced bittergourd combined thick beehoon in savoury soup.
Slurp!
($6) 12 Halimi’s Sliced Fish Soup",Kevin M,@WKB,food,"thick, fried","['thick', 'fried']","['thick', 'fried']",0,food,
828,food-junction-century-square,Bittergourd Mixed Fish Beehoon,"Served hot!
Yummy sliced fish, thick fried fish & sliced bittergourd combined thick beehoon in savoury soup.
Slurp!
($6) 12 Halimi’s Sliced Fish Soup",Kevin M,@WKB,food,"bittergourd, combined","['bittergourd', 'combined']",['combined'],0,food,
829,food-junction-century-square,Bittergourd Mixed Fish Beehoon,"Served hot!
Yummy sliced fish, thick fried fish & sliced bittergourd combined thick beehoon in savoury soup.
Slurp!
($6) 12 Halimi’s Sliced Fish Soup",Kevin M,@WKB,food,"beehoon, savoury, soup",['beehoon'],['savoury'],1,food,food
830,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,food,"fried, rice",['fried'],['fried'],0,food,
831,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,food,"cooked, eggy, goodness","['cooked', 'eggy', 'goodness']","['cooked', 'eggy', 'goodness']",1,food,
832,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,food,"little, chewy, serving, huge","['little', 'chewy', 'huge']","['little', 'serving', 'huge']",1,portion,portion
833,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,food,"price, point",['point'],[],0,,
834,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,price,"good, price, point",['point'],['good'],1,price,price
835,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,portion,"little, chewy, serving, huge","['little', 'chewy', 'huge']","['little', 'serving', 'huge']",1,portion,portion
836,king-of-fried-rice,Pork Cutlet Fried Rice [~$6.50],Pleasantly surprised that the fried rice was cooked with eggy goodness. Pork cutlet was a little chewy but the serving was huge and the marinate was flavourful. Good price point too. No wonder they are so popular!,Mich C,@michc,service,"price, point",['point'],[],0,,
837,Mar-03,Paella like huh?,Paella like huh? #foodporn #paella #marche @jonahwongofficial,Phoebe MQ,@70067,food,"foodporn, paella, marche, jonahwongofficial","['foodporn', 'marche', 'jonahwongofficial']","['foodporn', 'marche', 'jonahwongofficial']",0,,
0,pasir-panjang-food-centre,Seafood Fried Rice [~$4.50],Rice was no doubt well fried with eggy fragrance. But the shrimps was tasteless and the squid was almost non existent.,Mich C,@michc,food,"fried, rice",['fried'],['fried'],0,food,
1,pasir-panjang-food-centre,Seafood Fried Rice [~$4.50],Rice was no doubt well fried with eggy fragrance. But the shrimps was tasteless and the squid was almost non existent.,Mich C,@michc,food,"tasteless, squid, almost, non","['tasteless', 'almost', 'non']","['tasteless', 'almost', 'non']",-1,food,food
2,pasir-panjang-food-centre,Pork Chop Curry Rice w Otah [~$5],"The additional $1 for otah was totally not worth it. Tasteless and cold, kinda ruin the whole curry rice experience.",Mich C,@michc,food,"curry, rice, w, otah, additional","['w', 'otah', 'additional']","['curry', 'w', 'additional']",0,food,
3,pasir-panjang-food-centre,Pork Chop Curry Rice w Otah [~$5],"The additional $1 for otah was totally not worth it. Tasteless and cold, kinda ruin the whole curry rice experience.",Mich C,@michc,food,"totally, not, worth","['totally', 'not']","['totally', 'not', 'worth']",-1,food,food
4,pasir-panjang-food-centre,Pork Chop Curry Rice w Otah [~$5],"The additional $1 for otah was totally not worth it. Tasteless and cold, kinda ruin the whole curry rice experience.",Mich C,@michc,price,"additional, otah, totally, not, worth","['additional', 'otah', 'totally', 'not']","['additional', 'totally', 'not', 'worth']",-1,price,price
5,pappamia,Iced White Coffee,Not bad,Lim Hui Xian,@ahkiam,food,"white, coffee, not, bad","['white', 'not', 'bad']","['white', 'not', 'bad']",1,food,food
6,hokkai-villa,Weekend Ala Carte Buffet,"Dishes were average , not worth the price.
With the price, can eat better buffet. 
Ala-Carte dishes looks better, service staff’s attitude wasn’t too good either",Charmaine Koh,@sunnyellowday,food,"better, service, staff, ’, attitude, n, ’, good, either","['better', '’', 'attitude', 'n', '’', 'either']","['better', '’', 'n', '’', 'good', 'either']",-1,service,service
7,hokkai-villa,Weekend Ala Carte Buffet,"Dishes were average , not worth the price.
With the price, can eat better buffet. 
Ala-Carte dishes looks better, service staff’s attitude wasn’t too good either",Charmaine Koh,@sunnyellowday,price,"average, not, worth, price","['average', 'not']","['average', 'not', 'worth']",-1,price,price
8,hokkai-villa,Weekend Ala Carte Buffet,"Dishes were average , not worth the price.
With the price, can eat better buffet. 
Ala-Carte dishes looks better, service staff’s attitude wasn’t too good either",Charmaine Koh,@sunnyellowday,price,"eat, better, buffet","['eat', 'better', 'buffet']","['eat', 'better']",0,,
9,hokkai-villa,Weekend Ala Carte Buffet,"Dishes were average , not worth the price.
With the price, can eat better buffet. 
Ala-Carte dishes looks better, service staff’s attitude wasn’t too good either",Charmaine Koh,@sunnyellowday,service,"better, service, staff, ’, attitude, n, ’, good, either","['better', '’', 'attitude', 'n', '’', 'either']","['better', '’', 'n', '’', 'good', 'either']",-1,service,service
10,carpenter-and-cook,Cappuccino,"Good coffee, but limited menu selection and overpriced",Derek Phang,@derekphang,food,limited,['limited'],['limited'],-1,food,food
11,london-fat-duck-wagyu-of-duck,London Fat Duck,"Expected a little more... Duck was average, dim sum was dry and the pork was too oily. Expected a little more from this franchise.",Manny Lal,@SuperDoraemon,food,"duckexpected, little","['duckexpected', 'little']","['duckexpected', 'little']",-1,,
12,london-fat-duck-wagyu-of-duck,London Fat Duck,"Expected a little more... Duck was average, dim sum was dry and the pork was too oily. Expected a little more from this franchise.",Manny Lal,@SuperDoraemon,food,"average, dim, sum","['average', 'dim', 'sum']","['average', 'dim', 'sum']",0,food,food
13,london-fat-duck-wagyu-of-duck,London Fat Duck,"Expected a little more... Duck was average, dim sum was dry and the pork was too oily. Expected a little more from this franchise.",Manny Lal,@SuperDoraemon,food,"dry, pork, oily","['dry', 'oily']","['dry', 'oily']",0,food,food
14,london-fat-duck-wagyu-of-duck,Their signature black pepper London duck bun is not bad....,But not worth the queue 😐,Joyz X.,@9698,food,"black, pepper, london, duck, bun, not, bad","['black', 'pepper', 'london', 'not', 'bad']","['black', 'bun', 'not', 'bad']",1,food,food
15,london-fat-duck-wagyu-of-duck,Their signature black pepper London duck bun is not bad....,But not worth the queue 😐,Joyz X.,@9698,time,"worth, queue, 😐",['😐'],"['worth', '😐']",-1,time,time
16,ikura-japanese-thomson-plaza,Salmon Amaebi Don ($15),"Prawn was sweet, salmon was fresh!
But rice was really plain because no sauce was given. The tamagoyaki the don came with was cold and plain.
Rating: 6/10
Verdict: quite meh ",foodie 😛,@foodtopia,food,"sweet, salmon",['sweet'],['sweet'],0,food,
17,ikura-japanese-thomson-plaza,Salmon Amaebi Don ($15),"Prawn was sweet, salmon was fresh!
But rice was really plain because no sauce was given. The tamagoyaki the don came with was cold and plain.
Rating: 6/10
Verdict: quite meh ",foodie 😛,@foodtopia,food,"really, plain, no, sauce","['really', 'plain', 'no']","['really', 'plain', 'no']",-1,food,food
18,ikura-japanese-thomson-plaza,Salmon Amaebi Don ($15),"Prawn was sweet, salmon was fresh!
But rice was really plain because no sauce was given. The tamagoyaki the don came with was cold and plain.
Rating: 6/10
Verdict: quite meh ",foodie 😛,@foodtopia,food,came,['came'],['came'],0,,
19,ikura-japanese-thomson-plaza,Salmon Amaebi Don ($15),"Prawn was sweet, salmon was fresh!
But rice was really plain because no sauce was given. The tamagoyaki the don came with was cold and plain.
Rating: 6/10
Verdict: quite meh ",foodie 😛,@foodtopia,food,cold,['cold'],['cold'],0,,
20,the-plain-jane,Have a good roll Saturday peeps ..,"Ordered the not so plain roll.
#exsgcafes#eatoutsg#exploresingapore#cafehopping#burpple#instadaily#throwback#swissroll#vsco#8dayseat#i8mondays#foodie",meilan chen,@dropletsloves,food,"good, roll, saturday, peeps","['roll', 'saturday']","['good', 'roll']",0,,
21,the-plain-jane,Have a good roll Saturday peeps ..,"Ordered the not so plain roll.
#exsgcafes#eatoutsg#exploresingapore#cafehopping#burpple#instadaily#throwback#swissroll#vsco#8dayseat#i8mondays#foodie",meilan chen,@dropletsloves,service,"roll, saturday, peeps","['roll', 'saturday']",['roll'],0,,
22,percolate,Salted Caramel Cake,A little disappointed with this...,Scentz Lite,@scentz,food,"cakea, little, disappointed","['cakea', 'little', 'disappointed']","['cakea', 'little', 'disappointed']",-1,food,food
23,kuaisandimsum,點心,"1.30sgd each. Don't taste nasty, however, do not expect quality. Congee is rather watery. ",Al Rsq,@alrsq,food,"expect, quality","['expect', 'quality']",['expect'],0,,
24,kuaisandimsum,點心,"1.30sgd each. Don't taste nasty, however, do not expect quality. Congee is rather watery. ",Al Rsq,@alrsq,food,"rather, watery","['rather', 'watery']","['rather', 'watery']",0,,
25,ayam-penyet-president-at-nex,Fried Chicken,Nice salty fried skin covering a really tough chunk of meat.. *sweat*,Juzcrap C,@2394,food,"really, tough, chunk, meat","['really', 'tough', 'chunk']","['really', 'tough', 'chunk']",-1,food,food
26,merdandy-bar-cafe,Merdandy,"Pets friendly, but food wise.....",Kiat Ching Yee,@70269,service,"food, wise","['food', 'wise']",['wise'],0,,
27,ikura-japanese-thomson-plaza,Disappointing Meal,I was appalled that the sashimi was served warm. The rice was hard and lukewarm. Not worth for $15.,Andrea Hui,@shortshortandrea,food,"hard, lukewarm","['hard', 'lukewarm']","['hard', 'lukewarm']",0,,
28,crystal-jade-kitchen-25,Crystal Jade Never Disappoints,"Their dim sum is alright, comes served piping hot. The quality of their food is never ever too bad, even though there are better ones around. Custard bun is not bad but I had better ones.",Angeline Kang,@jitotheah,food,"better, ones, around","['better', 'ones', 'around']","['better', 'around']",-1,food,food
29,crystal-jade-kitchen-25,Crystal Jade Never Disappoints,"Their dim sum is alright, comes served piping hot. The quality of their food is never ever too bad, even though there are better ones around. Custard bun is not bad but I had better ones.",Angeline Kang,@jitotheah,food,"not, bad","['not', 'bad']","['not', 'bad']",1,food,food
30,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,food,"add, meat, small, chicken, additional","['add', 'additional']","['add', 'small', 'additional']",0,food,
31,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,food,bad,['bad'],['bad'],-1,food,food
32,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,food,carrots,['carrots'],[],0,food,
33,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,food,"fully, cooked","['fully', 'cooked']","['fully', 'cooked']",0,food,
34,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,price,additional,['additional'],['additional'],0,,
35,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,price,"price, paid",['paid'],['paid'],0,price,
36,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,price,"fully, cooked","['fully', 'cooked']","['fully', 'cooked']",0,,
37,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,portion,"expect, portion",['expect'],['expect'],0,,
38,ikura-japanese-thomson-plaza,Japanese Curry,"I didnt expect the portion of the add-on meat to be so small, chicken (additional $5), pork (additional $7).Totally not worth the price paid. The curry was bad, the carrots in it was sour, the potato was not fully cooked. The price of the curry Don was $7.80. Really bad experience with this order. Will not eat this again.
",Aaron Lee,@aaronlee937,portion,"small, chicken, additional",['additional'],"['small', 'additional']",-1,portion,portion
39,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,"Better to use the 1for1 deal, cos high price not worth for the standard. 2 pax with additional prawn paste cost close to $70, can go eat HDL already.",Clarence Chan,@o0Squall0o,food,"additional, prawn, paste","['additional', 'paste']","['additional', 'paste']",0,food,
40,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,"Better to use the 1for1 deal, cos high price not worth for the standard. 2 pax with additional prawn paste cost close to $70, can go eat HDL already.",Clarence Chan,@o0Squall0o,price,"high, price, not, worth","['high', 'not']","['high', 'not', 'worth']",-1,price,price
41,city-hot-pot-shabu-shabu-tanjong-pagar,Wagyu Ribeye Set,"Better to use the 1for1 deal, cos high price not worth for the standard. 2 pax with additional prawn paste cost close to $70, can go eat HDL already.",Clarence Chan,@o0Squall0o,price,"additional, prawn, paste, cost, close","['additional', 'paste', 'close']","['additional', 'paste', 'close']",0,food,
42,lutong-pinoy,Beef Sisig,"Chewy, sour beef, eggs not runnh anymore. Soup is very vinegary. 3.5/5",Michael H.,@michaelmichael,food,"sisigchewy, sour, beef","['sisigchewy', 'sour']",['sour'],0,food,
43,lutong-pinoy,Beef Sisig,"Chewy, sour beef, eggs not runnh anymore. Soup is very vinegary. 3.5/5",Michael H.,@michaelmichael,food,"runnh, anymore","['runnh', 'anymore']","['runnh', 'anymore']",0,,
44,lutong-pinoy,Beef Sisig,"Chewy, sour beef, eggs not runnh anymore. Soup is very vinegary. 3.5/5",Michael H.,@michaelmichael,food,vinegary,['vinegary'],['vinegary'],0,food,food
45,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,food,long,[],['long'],0,,
46,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,food,"vibes, bit, overpriced","['bit', 'overpriced']",['overpriced'],-1,price,price
47,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,time,"took, way, long","['took', 'way']","['took', 'long']",-1,time,time
48,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,portion,"grillgood, food, serving, took, way, long","['grillgood', 'food', 'took', 'way']","['grillgood', 'serving', 'took', 'long']",-1,time,time
49,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,service,long,[],['long'],-1,time,time
50,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,service,"vibes, bit, overpriced","['bit', 'overpriced']",['overpriced'],-1,price,price
51,zaffron-kitchen,Tandoori Mixed grill,Good food but serving just took way too long. Good vibes but bit overpriced as well.,Rae Tao,@raetao,ambience,"good, vibes, bit, overpriced","['bit', 'overpriced']","['good', 'overpriced']",1,ambience,ambience
52,kopitam-tampines-1,Handmade Pork Noodles Soup,I rem this stall was recommended by where the queue start! Not bad but not that fantastic. At least the soup is not infused with too much msg.,Wendy Han,@Wensdelight,food,"rem, stall, recommended, queue, start, not, bad","['rem', 'stall', 'recommended', 'start', 'not', 'bad']","['rem', 'recommended', 'start', 'not', 'bad']",1,food,food
53,kopitam-tampines-1,Handmade Pork Noodles Soup,I rem this stall was recommended by where the queue start! Not bad but not that fantastic. At least the soup is not infused with too much msg.,Wendy Han,@Wensdelight,food,fantastic,['fantastic'],['fantastic'],1,food,
54,kopitam-tampines-1,Handmade Pork Noodles Soup,I rem this stall was recommended by where the queue start! Not bad but not that fantastic. At least the soup is not infused with too much msg.,Wendy Han,@Wensdelight,food,soup,[],[],0,food,
55,kopitam-tampines-1,Handmade Pork Noodles Soup,I rem this stall was recommended by where the queue start! Not bad but not that fantastic. At least the soup is not infused with too much msg.,Wendy Han,@Wensdelight,food,"infused, much","['infused', 'much']","['infused', 'much']",0,,
56,kopitam-tampines-1,Handmade Pork Noodles Soup,I rem this stall was recommended by where the queue start! Not bad but not that fantastic. At least the soup is not infused with too much msg.,Wendy Han,@Wensdelight,time,"recommended, queue, start, not, bad","['recommended', 'start', 'not', 'bad']","['recommended', 'start', 'not', 'bad']",1,food,food
57,kopitam-tampines-1,Handmade Pork Noodles Soup,I rem this stall was recommended by where the queue start! Not bad but not that fantastic. At least the soup is not infused with too much msg.,Wendy Han,@Wensdelight,time,fantastic,['fantastic'],['fantastic'],1,food,food
58,four-leaves-1,Black Sesame Mochi,Very chewy and fragrant,Jasmine L.,@Jasraine,food,"mochivery, chewy, fragrant","['mochivery', 'chewy', 'fragrant']",['fragrant'],1,food,food
59,pasir-panjang-food-centre,Decided to give this stall another try.,#Oyster #omelette is not bad! But $8 😨.,Dai Jiawen,@eienkisu,food,"give, stall, another","['give', 'stall', 'another']","['give', 'another']",0,,
