restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,phrase_no_aspect,phrase_no_noun,new_aspect_1,new_aspect_2,label
chir-chir-jem,"GREAT KOREAN CHICKEN, quite overpriced",We got the ala carte 12 piece garlicky chicken ($17.95) This used to be my favorite korean fried chicken but this time it was a tad too salty for my liking... and the skin was not as crispy too. The cheesy dokbokki is quite good ($11 ish) but not worth the price in my opinion.,melfredo eats,@aatshi,time,"fried, chicken, time, tad, salty, liking","['fried', 'tad', 'salty', 'liking']","['fried', 'salty', 'liking']",,,
chir-chir-jem,"GREAT KOREAN CHICKEN, quite overpriced",We got the ala carte 12 piece garlicky chicken ($17.95) This used to be my favorite korean fried chicken but this time it was a tad too salty for my liking... and the skin was not as crispy too. The cheesy dokbokki is quite good ($11 ish) but not worth the price in my opinion.,melfredo eats,@aatshi,price,"worth, price",[],['worth'],,,
chir-chir-jem,"GREAT KOREAN CHICKEN, quite overpriced",We got the ala carte 12 piece garlicky chicken ($17.95) This used to be my favorite korean fried chicken but this time it was a tad too salty for my liking... and the skin was not as crispy too. The cheesy dokbokki is quite good ($11 ish) but not worth the price in my opinion.,melfredo eats,@aatshi,service,"cheesy, dokbokki, quite, good","['cheesy', 'dokbokki', 'quite']","['dokbokki', 'quite', 'good']",,,
chir-chir-jem,"Chir Chir 🐔🐔
:
:
#singapore #sg #igsg #sgig #sgfood #sgfoodies #food #foodie #foodies #burpple #burpplesg #foodporn #foodpornsg #instafood #gourmet #foodstagram #yummy #yum #foodphotography #nofilter #dinner #weekday #fried #chicken #friedchicken #korean #mango #salad #jem #jurongeast",,Gerald Tan,@G27erald,food,"fried, chicken",['fried'],['fried'],,,
chuan-kee-satay,Chuan Kee Satay,"At 4pm on a sunday evening, the wait is about 20 mins and they ran out of mutton satays so we had to settle with pork & chicken satays + ketupat.
📍 Chuan Kee Satay | #01-85",Triffany Lim,@3ferny,food,"settle, pork, chicken, satays, ketupat","['settle', 'satays']",['settle'],,,
chuan-kee-satay,Chuan Kee Satay,"At 4pm on a sunday evening, the wait is about 20 mins and they ran out of mutton satays so we had to settle with pork & chicken satays + ketupat.
📍 Chuan Kee Satay | #01-85",Triffany Lim,@3ferny,time,"pm, sunday, evening, wait","['pm', 'sunday', 'evening']","['pm', 'wait']",,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,food,"chicken, satayother",['satayother'],['satayother'],,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,food,satay,[],['satay'],,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,food,"traditional, hainanese, pork, satay, nice, combination, lean","['traditional', 'hainanese', 'nice', 'combination', 'lean']","['traditional', 'hainanese', 'satay', 'nice', 'lean']",,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,food,meat,[],[],,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,food,"order, satay",['order'],['satay'],,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,time,"prepared, long, waiting, time",['prepared'],"['prepared', 'long', 'waiting']",,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,service,"traditional, hainanese, pork, satay, nice, combination, lean","['traditional', 'hainanese', 'nice', 'combination', 'lean']","['traditional', 'hainanese', 'satay', 'nice', 'lean']",,,
chuan-kee-satay,Chicken Satay,"Other than their chicken satay, they serve pretty good traditional Hainanese pork satay with a nice combination of lean pork meat and pork lard. If you order their pork satay, it comes with a sweet and savoury peanut sauce with an addition of pineapple puree. Be prepared for the long waiting time if you are planning to order satay from them as the waiting time easily ranges between 30-45mins 》$0.60 Each",Triffany Lim,@3ferny,service,meat,[],[],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"grilled, pork, satay, old","['grilled', 'old']","['grilled', 'satay', 'old']",,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"began, family, business, specialises","['began', 'family', 'business', 'specialises']","['began', 'specialises']",,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"hainanese, style","['hainanese', 'style']",['hainanese'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"served, peanut",['served'],['served'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"pineapple, sauce",[],[],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,affordable,[],['affordable'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"tough, side","['tough', 'side']",['tough'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"golden, syrup, exuding","['golden', 'exuding']","['golden', 'exuding']",,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,food,"aroma, lemongrass","['aroma', 'lemongrass']",['lemongrass'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,time,"come, peak, hours, wait, closer, hour","['come', 'peak', 'hours', 'closer', 'hour']","['come', 'wait', 'closer']",,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,price,affordable,[],['affordable'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,portion,"kee, satay",['kee'],['satay'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,portion,"low, fire","['low', 'fire']",['low'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,portion,"comes, amount",['comes'],['comes'],,,
chuan-kee-satay,Famous Grilled Pork Satay from Old Airport.,"Chuan Kee Satay began as a family business in the 1970s and specialises in Hainanese-style satay, served with peanut-with-pineapple sauce.
Regulars would tell you to NOT come at peak hours, or the wait can be closer to an hour or beyond.
Also, I observed that there is no queueing or buzzer system, and auntie recognises customers and order sequence by faces or what they wear.
Chuan Kee’s Hainanese-style satays are grilled for a longer duration over a low fire.
Though not the most generous when it comes to amount of meat per stick, Chuan Kee Satay is affordable at $0.60 per stick (minimum order of 10 sticks). They are famous for pork satay, though I found mine surprisingly on the tough side.
The chicken satay was good though, tender and basted in a sticky, golden syrup exuding the aroma of lemongrass and coriander. The sugars in the syrup help create that caramelisation, and eventually, a beautiful charring.
More here: bit.ly/sataysg
#DFDHawker",Daniel Food Diary,@DanielFoodDiary,service,"tough, side","['tough', 'side']",['tough'],,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,food,"satay, old, airport, roadapparently, one","['old', 'airport', 'roadapparently', 'one']","['satay', 'old', 'roadapparently', 'one']",,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,food,"grilled, low, fire, longer, time","['grilled', 'low', 'fire', 'longer']","['grilled', 'low', 'longer']",,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,food,"usual, peanut, sauce",['usual'],['usual'],,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,food,"given, us, cold","['given', 'us', 'cold']","['given', 'us', 'cold']",,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,food,"prefer, good",['prefer'],"['prefer', 'good']",,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,food,"gao, ”, peanuty","['gao', '”', 'peanuty']",['”'],,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,time,"longer, time",['longer'],['longer'],,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,service,grilled,['grilled'],['grilled'],,,
chuan-kee-satay,Most Satay In Old Airport Road,"Apparently, this is one of the most talk about satay in town. Hainease style satay that was grilled over low fire for a longer time. Dipping sauce did not taste like the usual peanut sauce and it was given to us cold. Definitely a turn-off for me. Missy here prefer those good-old satay grilled over blazing fire with super “gao” peanuty sauce.",Jasmine Lim,@xiaoxi343,service,"prefer, good",['prefer'],"['prefer', 'good']",,,
chug-chug,Garlic Fried Pork,"$12. Love the bits of garlic accompanying the crispy pork but can be overpowering, esp. on the breath.",Lyna Y,@nanamifaso,food,"love, bits, garlic, accompanying","['love', 'bits', 'accompanying']","['bits', 'garlic', 'accompanying']",,,
chug-chug,Garlic Fried Pork,"$12. Love the bits of garlic accompanying the crispy pork but can be overpowering, esp. on the breath.",Lyna Y,@nanamifaso,food,"crispy, pork, overpowering, esp","['crispy', 'overpowering', 'esp']","['crispy', 'overpowering', 'esp']",,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"buttermilk, chicken, burger",[],[],,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"thigh, pepper, jack","['thigh', 'pepper', 'jack']",[],,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"sweet, coleslaw",['sweet'],"['sweet', 'coleslaw']",,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"chipotle, aioli","['chipotle', 'aioli']",[],,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"fries, 🍟",['🍟'],['🍟'],,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"prime, beef",['prime'],['prime'],,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"🍔, recommended, items, hehe","['🍔', 'recommended', 'items', 'hehe']","['recommended', 'hehe']",,,
chug-chug,Buttermilk Chicken Burger! (Part 1),"Chug chug @chugchugsg | I had the Chug’s Buttermilk Chicken Burger (comprising Fried buttermilk chicken thigh, pepper jack, sweet coleslaw, chipotle aioli, fries 🍟!!! Swipe to the next pic for details haha) while my friend had the Chug’s Prime Beef Burger 🍔 - both of which are the recommended items hehe. We also had a pint each of the Miller Genuine Draft beer. The servings are indeed huge and food items are so good!! 😬
.
.
.
#burgersandfries #burgers #buttermilkchicken #buttermilk #buttermilkchickenburger #sgwesternfood #westernfood #chugchug #chug",‘ Jess,@jesssayshello,food,"genuine, draft, beer","['genuine', 'draft']",['genuine'],,,
