,restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,label
255,dancing-crab-orchard-central-louisiana-seafood,Dungeness Crab,Moshimoshi Typ,food,huge taste good,huge taste good,huge tast good,1
256,dancing-crab-orchard-central-louisiana-seafood,Dungeness crab/Combo,Manish Gayan,food,dungeness crab zesty garlic preparations choices available fresh meat easy pick try sauce st time trying restaurant disappoint,dungeness crab zesty garlic preparation choice available fresh meat easy pick try sauce st time trying restaurant disappoint,dung crab zesti garlic prepar choic avail fresh meat easi pick tri sauc st time tri restaur disappoint,0
257,dancing-crab-orchard-central-louisiana-seafood,Lobster Roll,Hanisah Zainuddin,food,roll tasted okay juicy lobster fillings,roll tasted okay juicy lobster filling,roll tast okay juici lobster fill,0
258,dancing-crab-orchard-central-louisiana-seafood,Seafood feast this evening at @dancingcrabsg!,Clara Bean,service,ok service pretty crap,ok service pretty crap,ok servic pretti crap,0
259,de-tian-bedok,Breakfast,Kevin M,food,fried noodles fish cake fried egg,fried noodle fish cake fried egg,fri noodl fish cake fri egg,0
260,de-tian-bedok,Fish Soup,Kevin M,food,fluffy rice sliced fish,fluffy rice sliced fish,fluffi rice slice fish,0
261,de-tian-bedok,Fish Soup,Kevin M,price,friendly price,friendly price,friendli price,1
262,de-tian-bedok,Fish Soup,Kevin M,service,smiling service,smiling service,smile servic,1
263,de-tian-bedok,Fried Chicken,Kevin M,food,fried chicken wings mid,fried chicken wing mid,fri chicken wing mid,0
264,de-tian-bedok,Mee Sua,Kevin M,food,comforting bowl misua wheat vermicelli soup balls stuffed beancurd skin,comforting bowl misua wheat vermicelli soup ball stuffed beancurd skin,comfort bowl misua wheat vermicelli soup ball stuf beancurd skin,0
265,de-tian-bedok,Yuan Yang,Kevin M,food,sweet sauce chilli sauce,sweet sauce chilli sauce,sweet sauc chilli sauc,0
266,delicious-eating-house,Gold Medal Yam Cake 🏅🏅🏅,MichelleLIN T,food,toh yi drive coffee shop yam cake lovers alert stall place best worth authentic yam mashed homemade ikan billis chilli sambal type black sesame powder,toh yi drive coffee shop yam cake lover alert stall place best worth authentic yam mashed homemade ikan billis chilli sambal type black sesame powder,toh yi drive coffe shop yam cake lover alert stall place best worth authent yam mash homemad ikan billi chilli sambal type black sesam powder,1
267,delicious-eating-house,Har Cheong Kai.,Keropok Man,food,like,like,like,0
268,delicious-eating-house,"Salted Egg Pork Chop ($6)
Whenever I order salted egg dishes, I'm prepared to be disappointed.",Royce Ng Jing Jie,food,yellowish syrup tastes faintly salty salted egg chop crispy,yellowish syrup taste faintly salty salted egg chop crispy,yellowish syrup tast faintli salti salt egg chop crispi,0
269,delicious-eating-house,Traditional Handmade Yam Cake,MichelleLIN T,food,kueh chee cheong fun stall good yam cake cakes left completely disgusted purple coloured flour rice dumplings home hae bee bian ikan billis almond paste jam filled heavenly sweet sauce breakfast noodles yam cake,kueh chee cheong fun stall good yam cake cake left completely disgusted purple coloured flour rice dumpling home hae bee bian ikan billis almond paste jam filled heavenly sweet sauce breakfast noodle yam cake,kueh chee cheong fun stall good yam cake cake left complet disgust purpl colour flour rice dumpl home hae bee bian ikan billi almond past jam fill heavenli sweet sauc breakfast noodl yam cake,1
270,delicious-eating-house,Traditional Handmade Yam Cake,MichelleLIN T,portion,huge gallon like,huge gallon like,huge gallon like,0
271,delicious-eating-house,Traditional Handmade Yam Cake,MichelleLIN T,service,extra mile serving,extra mile serving,extra mile serv,1
272,delicious-eating-house,Worlds Best Yam Cake,MichelleLIN T,food,hidden coffee shop chicken rice sells homemade yam cake host savoury kuehs homemade ikan waxed sausage mushroom lots yammy goodness fillings white fungus peach reisin,hidden coffee shop chicken rice sell homemade yam cake host savoury kuehs homemade ikan waxed sausage mushroom lot yammy goodness filling white fungus peach reisin,hidden coffe shop chicken rice sell homemad yam cake host savouri kueh homemad ikan wax sausag mushroom lot yammi good fill white fungu peach reisin,1
273,delifrance-singapore-4,"Salted Egg | Hazelnut Praline | Sea Salt Dark Chocolate Bo Luo Croissant [S$7.40]
・
Impressed with @delifrance.sg latest creations cause all 3 flavours tasted awesome😍 Major love for their rendition of bo luo as you can see, it’s THICK (shiok).",Foodie Goh,food,lava lovely contrast biscuit crunch soft available croissant flavours include blueberry cream cheese crunchy peanut kaya butter,lava lovely contrast biscuit crunch soft available croissant flavour include blueberry cream cheese crunchy peanut kaya butter,lava love contrast biscuit crunch soft avail croissant flavour includ blueberri cream chees crunchi peanut kaya butter,1
274,delifrance-singapore-4,The combination of both the classic French Croissant and Hong Kong Bo Luo buns.,Daniel Food Diary,food,west hybrid bo luo croissant premium ingredients salted egg yolk,west hybrid bo luo croissant premium ingredient salted egg yolk,west hybrid bo luo croissant premium ingredi salt egg yolk,0
275,delifrance-singapore-4,The end of the year is approaching which also mean that Christmas is coming soon!,Randy Lim,food,chocolate encased velvety roasted turkey flavourful chestnut marinated special sauce includes brown,chocolate encased velvety roasted turkey flavourful chestnut marinated special sauce includes brown,chocol encas velveti roast turkey flavour chestnut marin special sauc includ brown,0
276,delifrance-singapore-4,"Traditional Roasted Turkey ($128) chock-fully loaded with chestnuts, thanksgiving dinner is off to a good start!",Joe Yang,food,traditional meat dishes things like geese peacocks boars head,traditional meat dish thing like goose peacock boar head,tradit meat dish thing like gees peacock boar head,0
277,dian-xiao-er-17,Decent Meal,Bryan Soh,food,small duck minced meat pax crispy taste like salted egg cream not bad delicious angelina herb sauce infused,small duck minced meat pax crispy taste like salted egg cream not bad delicious angelina herb sauce infused,small duck minc meat pax crispi tast like salt egg cream not bad delici angelina herb sauc infus,0
278,dian-xiao-er-17,Decent Meal,Bryan Soh,portion,decent,decent,decent,0
279,dian-xiao-er-17,Lunch,Doreen Tan,food,boiled cordyceps flower soup steamed fish slices disappointing brown rice,boiled cordyceps flower soup steamed fish slice disappointing brown rice,boil cordycep flower soup steam fish slice disappoint brown rice,-1
280,dian-xiao-er-17,Lunch with little boss at @dianxiaoersg after his tuition. ,Cecil Dulam,food,ordered duck roasted angelica herb little sweet cover bitter eat,ordered duck roasted angelica herb little sweet cover bitter eat,order duck roast angelica herb littl sweet cover bitter eat,0
281,dian-xiao-er-17,Set Lunch,Doreen Tan,food,choice signature herbal homemade seaweed tofu fried fish skin choice signature herbal homemade seaweed tofu fried fish skin,choice signature herbal homemade seaweed tofu fried fish skin choice signature herbal homemade seaweed tofu fried fish skin,choic signatur herbal homemad seawe tofu fri fish skin choic signatur herbal homemad seawe tofu fri fish skin,0
282,din-tai-fung-33,#FotoRus #nofilter #latergram #sourandspicysoup #soup #vegetable #xiaolongbao #friedrice #porkchop #yambun #chinesefood #chinese #food #singapore,Sharon Chan,food,sourandspicysoup soup xiaolongbao friedrice yambun chinesefood,sourandspicysoup soup xiaolongbao friedrice yambun chinesefood,sourandspicysoup soup xiaolongbao friedric yambun chinesefood,0
283,din-tai-fung-33,Fried Rice With Shrimps And Eggs,Kenneth Lee,food,fried rice shrimps eggs taste egginess spring onions bring lot flavour,fried rice shrimp egg taste egginess spring onion bring lot flavour,fri rice shrimp egg tast eggi spring onion bring lot flavour,0
284,din-tai-fung-33,October Special XO Fried Rice With Prawns ($15.80),Carrie Carrie,food,available till end oct not spicy dried scallops fried rice,available till end oct not spicy dried scallop fried rice,avail till end oct not spici dri scallop fri rice,0
285,dolce-vita-at-mandarin-oriental-singapore,Norcina,Michael H.,food,black truffle,black truffle,black truffl,0
286,dolce-vita-at-mandarin-oriental-singapore,Norcina,Michael H.,portion,generous sausage,generous sausage,gener sausag,1
287,dolce-vita-at-mandarin-oriental-singapore,Sea Urchin Fregola Sarda (Part of 2-course set lunch $38),Jing Low ,portion,sized pasta pretty big,sized pasta pretty big,size pasta pretti big,1
288,dolce-vita-at-mandarin-oriental-singapore,Set Lunch ($36/$42/$52 for 2/3/4 Dishes),Liz :),food,ragout summer black truffle pecorino risotto special selection acquerello rice saute ed prawn ginger oil best pasta eaten asking server handmade protein like fish steak amazing,ragout summer black truffle pecorino risotto special selection acquerello rice saute ed prawn ginger oil best pasta eaten asking server handmade protein like fish steak amazing,ragout summer black truffl pecorino risotto special select acquerello rice saut ed prawn ginger oil best pasta eaten ask server handmad protein like fish steak amaz,0
289,dolce-vita-at-mandarin-oriental-singapore,Set Lunch ($36/$42/$52 for 2/3/4 Dishes),Liz :),service,pleasant people,pleasant people,pleasant peopl,1
290,don-play-play,"I was sad that @donplayplaysg only came to NUS after I graduated but NOW, THE TEAM DELIVERS TO CBD TOO!",Clara Bean,food,handmade bowls chirashi don truffle beef yakiniku fuss free healthy delivered lunch right heart lunch,handmade bowl chirashi don truffle beef yakiniku fuss free healthy delivered lunch right heart lunch,handmad bowl chirashi don truffl beef yakiniku fuss free healthi deliv lunch right heart lunch,0
291,don-play-play,It’s already Week 13 already so don play play!,Nanyang Technological University (NTU) Deli Aprecio Club,food,forget beef na gi energy dons donplayplaysg comes free delivery service wednesday ps quote ntuxdpp placing free delivery service wednesday ps quote ntuxdpp placing orders bowl,forget beef na gi energy don donplayplaysg come free delivery service wednesday p quote ntuxdpp placing free delivery service wednesday p quote ntuxdpp placing order bowl,forget beef na gi energi don donplayplaysg come free deliveri servic wednesday ps quot ntuxdpp place free deliveri servic wednesday ps quot ntuxdpp place order bowl,0
292,don-play-play,It’s already Week 13 already so don play play!,Nanyang Technological University (NTU) Deli Aprecio Club,price,orders bowl,order bowl,order bowl,0
293,don-play-play,Salmon Mentaiko And Unagi Don,thefoodexplorer (:,food,nice,nice,nice,1
294,don-quijote-spanish-restaurant,Bread Pudding 8++,Wuu Yyiizzhhoouu,food,luxurious sauce not overly sweet,luxurious sauce not overly sweet,luxuri sauc not overli sweet,1
295,don-quijote-spanish-restaurant,Bread Pudding 8++,Wuu Yyiizzhhoouu,portion,hefty portion bread divine texture hefty portion bread divine texture,hefty portion bread divine texture hefty portion bread divine texture,hefti portion bread divin textur hefti portion bread divin textur,1
296,don-quijote-spanish-restaurant,Spanish Rice,Fay Liauw,food,ink paella,ink paella,ink paella,0
297,don-quijote-spanish-restaurant,"What's a Spanish feast without Churros as the grand finale？
The chocolate sauce is made using imported chocolate from Spain, leaving a slight tinge of musky spice at the back of your tongue after chomping down on fluffy sticks of aerated dough, smothered in crunchy cinnamon sugar - I swear, nothing makes me happier...",Sihan Lee,food,fried milk eatoutsg instafoodsg hungrygowhere igsg,fried milk eatoutsg instafoodsg hungrygowhere igsg,fri milk eatoutsg instafoodsg hungrygowher igsg,0
298,dover-road-kai-kee-wanton-noodle-at-ale,After School Wanton Mee,Daniel Hum,food,special place heart literally grew eating noodles substitute tomato ketchup want soy sauce plain hits perfect level tastiness,special place heart literally grew eating noodle substitute tomato ketchup want soy sauce plain hit perfect level tastiness,special place heart liter grew eat noodl substitut tomato ketchup want soy sauc plain hit perfect level tasti,1
299,dover-road-kai-kee-wanton-noodle-at-ale,"Good Noodles, Bad Char Siew",Thiam Peng Tan,food,wet noodles won,wet noodle won,wet noodl won,0
300,dover-road-kai-kee-wanton-noodle-at-ale,Wanton Noodles,Yong Kai,food,cantonese dish wanton noodles popular south east asia countries served hot broth garnished ordinary ones greater scale wanton noodle unexpectedly delicious,cantonese dish wanton noodle popular south east asia country served hot broth garnished ordinary one greater scale wanton noodle unexpectedly delicious,cantones dish wanton noodl popular south east asia countri serv hot broth garnish ordinari one greater scale wanton noodl unexpectedli delici,1
301,dunman-road-char-siew-wan-ton-mee-1,Alright,Emily S,food,add water heat bouncy,add water heat bouncy,add water heat bounci,0
302,dunman-road-char-siew-wan-ton-mee-1,Battle of the Wanton Mees at Dunman FC; but the choice was an easy one for us between Dunman Rd Char Siew and Joo Chiat Ah Huat.,I makan Sg,food,springy good,springy good,springi good,1
303,dunman-road-char-siew-wan-ton-mee-1,Dunman Road Char Siew Wan Ton Mee has that traditional taste that I like ($3),Veronica Phua,food,little oily overall enjoyed wonderful traditional taste missing wanton noodles qq slightly soft,little oily overall enjoyed wonderful traditional taste missing wanton noodle qq slightly soft,littl oili overal enjoy wonder tradit tast miss wanton noodl qq slightli soft,1
304,dunman-road-char-siew-wan-ton-mee-1,Wanton Mee,玉 陈,food,nice noodle juicy wanton sweet charsiew satisfying sesame oil filled pork generous portion veggies btw,nice noodle juicy wanton sweet charsiew satisfying sesame oil filled pork generous portion veggie btw,nice noodl juici wanton sweet charsiew satisfi sesam oil fill pork gener portion veggi btw,1
305,dunman-road-char-siew-wan-ton-mee-1,Wanton Mee,玉 陈,portion,guess no flour,guess no flour,guess no flour,1
306,egg-stop,Beef CHILLI Cheese Superb!,Cady M,food,sandwich fix,sandwich fix,sandwich fix,0
307,egg-stop,Egg lovers gather!!,Exploring Mouth,food,ham,ham,ham,-1
308,egg-stop,"Okay Tasting, Unable To Pay With Card If Use Burpple Voucher",Far SM,food,recommended beef chilli smoked chicken scramled egg macdonalds spicy angus burger tad bit spicy good toast scrambled,recommended beef chilli smoked chicken scramled egg macdonalds spicy angus burger tad bit spicy good toast scrambled,recommend beef chilli smoke chicken scraml egg macdonald spici angu burger tad bit spici good toast scrambl,0
309,egg-stop,👉Beef Teriyaki👈,Whatisdigesting 😋,food,disappointed egg yolk oozing yellow goodness served generous beef slices pretty tender grilled buttery toast,disappointed egg yolk oozing yellow goodness served generous beef slice pretty tender grilled buttery toast,disappoint egg yolk ooz yellow good serv gener beef slice pretti tender grill butteri toast,0
310,elteatrotapas,Ensalade De Queso - $14,Yeo Shan Rui,food,beautiful plate goat cheese salad,beautiful plate goat cheese salad,beauti plate goat chees salad,1
311,elteatrotapas,Paella De Marico - $30,Yeo Shan Rui,food,cooked flavourful not easy dish right,cooked flavourful not easy dish right,cook flavour not easi dish right,1
312,elteatrotapas,"SG Restaurant Week is back and for this Autumn 2020 edition, the event will last from 2 Oct to 18 Oct.",Julius Lim,food,starter main course dessert great choices recommend topped mud crab meat norwegian salmon beef rib eye nice texture not overly cooked cream catalana similar,starter main course dessert great choice recommend topped mud crab meat norwegian salmon beef rib eye nice texture not overly cooked cream catalana similar,starter main cours dessert great choic recommend top mud crab meat norwegian salmon beef rib eye nice textur not overli cook cream catalana similar,1
313,elteatrotapas,"SG Restaurant Week is back and for this Autumn 2020 edition, the event will last from 2 Oct to 18 Oct.",Julius Lim,price,serving course dinner menu priced affordably adult,serving course dinner menu priced affordably adult,serv cours dinner menu price afford adult,1
314,elteatrotapas,Suckling Pig - $28,Yeo Shan Rui,food,suckling pig crispy soft tender,suckling pig crispy soft tender,suckl pig crispi soft tender,0
315,elteatrotapas,Throwback to my first good meal of 2020!,chutoro eats,food,recommend garlic prawns medium rare tuna steak exceeded expectations suckling pig pumpkin mash,recommend garlic prawn medium rare tuna steak exceeded expectation suckling pig pumpkin mash,recommend garlic prawn medium rare tuna steak exceed expect suckl pig pumpkin mash,1
316,elteatrotapas,Throwback to my first good meal of 2020!,chutoro eats,service,priced service excellent,priced service excellent,price servic excel,1
317,etl-flagship-store,Summertime Herbal Chicken Noodles ($13.80),Hannah Chew,food,flavour soup mild no overpowering herbal,flavour soup mild no overpowering herbal,flavour soup mild no overpow herbal,0
318,etl-flagship-store,Summertime Herbal Chicken Soup With Homemade Noodles [$13.80],Elyssa Yip,food,water herbal taste soup sobs refill thirsty,water herbal taste soup sob refill thirsty,water herbal tast soup sob refil thirsti,0
319,etl-flagship-store,This has become our fav lunch spot.,Blueskies Cottonclouds,food,try curry laksa yong tau foo set handmade noodles,try curry laksa yong tau foo set handmade noodle,tri curri laksa yong tau foo set handmad noodl,0
320,fat-saigon-boy-express,Signature Pork ($9),Dex Neo,food,serving pho rice bowls tried beef pho roasted lemongrass pork bowl clear winner definitely pleasure refreshing stuff like mint fried egg stall fat saigon boy men bagel house serving pho rice bowls,serving pho rice bowl tried beef pho roasted lemongrass pork bowl clear winner definitely pleasure refreshing stuff like mint fried egg stall fat saigon boy men bagel house serving pho rice bowl,serv pho rice bowl tri beef pho roast lemongrass pork bowl clear winner definit pleasur refresh stuff like mint fri egg stall fat saigon boy men bagel hous serv pho rice bowl,1
321,fat-saigon-boy-express,Signature Pork Rice,Jayson Yeo,food,roasted lemongrass pork served viet slaw mint spring onion nuts newly opened yummy,roasted lemongrass pork served viet slaw mint spring onion nut newly opened yummy,roast lemongrass pork serv viet slaw mint spring onion nut newli open yummi,1
322,fat-saigon-boy-express,The Duck Pho ($9),Jean Kao,food,meaty broth smoked duck meat shreds dunked paper rolls vermicelli inside,meaty broth smoked duck meat shred dunked paper roll vermicelli inside,meati broth smoke duck meat shred dunk paper roll vermicelli insid,0
323,fat-saigon-boy-express,Tittilating Vegetables,Ida C.,food,dry vermicelli noodles healthy choice imagine surprise got plentiful rainbow medley delicious fresh caramelized veggies,dry vermicelli noodle healthy choice imagine surprise got plentiful rainbow medley delicious fresh caramelized veggie,dri vermicelli noodl healthi choic imagin surpris got plenti rainbow medley delici fresh caramel veggi,1
324,fat-saigon-boy-express,Working or living near Tanjong Pagar?,My Food Story,food,satisfy vietnamese pho cravings beef eater warming soup shin sweet broths like viet,satisfy vietnamese pho craving beef eater warming soup shin sweet broth like viet,satisfi vietnames pho crave beef eater warm soup shin sweet broth like viet,0
325,flaming-don-2,Chicken Combo Don ($13.90),LoveFood_ LiveLife,price,worth price,worth price,worth price,1
326,flaming-don-2,Signature Flaming Beef Don,Khaw Han Chung,food,australian tenderloin onion black pepper sauce onsen egg bowl easy,australian tenderloin onion black pepper sauce onsen egg bowl easy,australian tenderloin onion black pepper sauc onsen egg bowl easi,0
327,flaming-don-2,Signature Flaming Beef Don ($17.90),melmel eats,food,shallots cooked not tough added dimension flavour plain rice,shallot cooked not tough added dimension flavour plain rice,shallot cook not tough ad dimens flavour plain rice,0
328,flaming-don-2,Signature Flaming Beef Don ($17.90),melmel eats,time,bound gripe waiting time pretty long min gripe waiting time pretty long min,bound gripe waiting time pretty long min gripe waiting time pretty long min,bound gripe wait time pretti long min gripe wait time pretti long min,-1
329,follia-italian-restaurant,Burrata Cheese with Parma Ham Pizza?,Clancie Ng,food,liked pizza igsg igsg singapore foodpornasia foodsg sgfoodie singaporeeats singaporeeats italian,liked pizza igsg igsg singapore foodpornasia foodsg sgfoodie singaporeeats singaporeeats italian,like pizza igsg igsg singapor foodpornasia foodsg sgfoodi singaporeeat singaporeeat italian,1
330,follia-italian-restaurant,Chicken Supreme with Barley Risotto,Eleanor Tay,food,sous stuffed prawn asparagus chicken surprisingly tasty good mix greens barley risotto perfect little bite soft goes mushroom sauce,sou stuffed prawn asparagus chicken surprisingly tasty good mix green barley risotto perfect little bite soft go mushroom sauce,sou stuf prawn asparagu chicken surprisingli tasti good mix green barley risotto perfect littl bite soft goe mushroom sauc,1
331,follia-italian-restaurant,Not Run-of-the-mill.,Withdreams .,food,ordered beef ragu ravioli black truffle sauce,ordered beef ragu ravioli black truffle sauce,order beef ragu ravioli black truffl sauc,0
332,follia-italian-restaurant,Not Run-of-the-mill.,Withdreams .,service,large windows service friendly,large window service friendly,larg window servic friendli,1
333,fong-yong-tau-foo,Chee Cheong Fun YTF,Thiam Peng Tan,food,offer chee cheong fun staple shiitake mushroom fish paste offer chee cheong fun staple shiitake mushroom fish paste,offer chee cheong fun staple shiitake mushroom fish paste offer chee cheong fun staple shiitake mushroom fish paste,offer chee cheong fun stapl shiitak mushroom fish past offer chee cheong fun stapl shiitak mushroom fish past,0
334,fong-yong-tau-foo,Specialist YTF Impressive,Thiam Peng Tan,food,fried soup items include carrot fish paste,fried soup item include carrot fish paste,fri soup item includ carrot fish past,0
335,fong-yong-tau-foo,Yong Tau Foo With Tomyam Soup,Carmen Chan,food,tomyam soup consistently good,tomyam soup consistently good,tomyam soup consist good,1
336,food-republic-20,Fish Soup,Doreen Tan,food,sliced salmon fish bee hoon soup original fish foodrepublicsg level causewaypointsg able warm address food republic causeway point,sliced salmon fish bee hoon soup original fish foodrepublicsg level causewaypointsg able warm address food republic causeway point,slice salmon fish bee hoon soup origin fish foodrepublicsg level causewaypointsg abl warm address food republ causeway point,0
337,food-republic-20,Laksa Yong Tau Foo,sheeling B,food,tried laksa today usually infamous clear soup broth base resonant combination high quality ikan bilis soy bean combo available fried chopped garlic oil,tried laksa today usually infamous clear soup broth base resonant combination high quality ikan bilis soy bean combo available fried chopped garlic oil,tri laksa today usual infam clear soup broth base reson combin high qualiti ikan bili soy bean combo avail fri chop garlic oil,0
338,food-republic-20,YTF,Jasmine L.,food,love soup chilli,love soup chilli,love soup chilli,1
339,food-republic-20,"[FRoodie Alert!] Served with a ton of vegetables, Chai Original Sliced Fish Soup is also generous with their thick fish meat.",cptslow yeo,food,fried fish slices coated layer flour makes bite meaty enjoyable bee hoon bitter gourd added impresses not salty flavourful,fried fish slice coated layer flour make bite meaty enjoyable bee hoon bitter gourd added impress not salty flavourful,fri fish slice coat layer flour make bite meati enjoy bee hoon bitter gourd ad impress not salti flavour,1
340,food-republic-20,"[FRoodie Alert!] Served with a ton of vegetables, Chai Original Sliced Fish Soup is also generous with their thick fish meat.",cptslow yeo,portion,servings,serving,serv,0
341,four-seasons-durians-nex,Mao Shan Wang Softserve for this Monday blue ~.,Wee Guan Fish,portion,little,little,littl,-1
342,four-seasons-durians-nex,Mini Bomb,Doreen Tan,food,mini durian puffs pcs available fourseasonsdurians slightly sweet,mini durian puff pc available fourseasonsdurians slightly sweet,mini durian puff pc avail fourseasonsdurian slightli sweet,0
343,four-seasons-durians-nex,Mini Bomb,Doreen Tan,price,special price group buy,special price group buy,special price group buy,0
344,french-fold,Galettes: No. 4,Jo Tay,food,perfect blend buckwheat ham mushroom favourite oozing egg,perfect blend buckwheat ham mushroom favourite oozing egg,perfect blend buckwheat ham mushroom favourit ooz egg,1
345,french-fold,Not Amazing Yet Overpriced,Jia Yi,ambience,great ambience location interior design savoury ordered no,great ambience location interior design savoury ordered no,great ambienc locat interior design savouri order no,1
346,french-fold,Not Amazing Yet Overpriced,Jia Yi,food,liked buckwheat crepe stole balancing right saltiness onion confit marinated cider old style mustard cream comte cheese tasted like mayonnaise nice nutty aftertaste white wine pickled,liked buckwheat crepe stole balancing right saltiness onion confit marinated cider old style mustard cream comte cheese tasted like mayonnaise nice nutty aftertaste white wine pickled,like buckwheat crepe stole balanc right salti onion confit marin cider old style mustard cream comt chees tast like mayonnais nice nutti aftertast white wine pickl,1
347,french-fold,no. 18 crêpe,: ),food,roasted buckwheat seeds birds paradise hojicha seasalt ice cream friend enjoyed forgettable,roasted buckwheat seed bird paradise hojicha seasalt ice cream friend enjoyed forgettable,roast buckwheat seed bird paradis hojicha seasalt ice cream friend enjoy forgett,0
348,fruce,For Avocado Shakes,Burpple Guides,food,fruce thinks coconut water refreshing sweetness gula melaka,fruce think coconut water refreshing sweetness gula melaka,fruce think coconut water refresh sweet gula melaka,0
349,fruce,Fuji Pear,Alicia Ho,food,went fuji pear time round man little disappointed pear time round man little disappointed,went fuji pear time round man little disappointed pear time round man little disappointed,went fuji pear time round man littl disappoint pear time round man littl disappoint,-1
350,fruce,Hokkaido Taro,Triffany Lim,food,japanese yam hokkaido milk,japanese yam hokkaido milk,japanes yam hokkaido milk,0
351,fruce,Matcha Fuzato,Liz :),food,places unique flavours toppings slight hint drinking reduced sugar interesting drinks snow pear durian avocado sweet time despite asking reduced sugar,place unique flavour topping slight hint drinking reduced sugar interesting drink snow pear durian avocado sweet time despite asking reduced sugar,place uniqu flavour top slight hint drink reduc sugar interest drink snow pear durian avocado sweet time despit ask reduc sugar,0
352,fruce,White Peach Tea W Kanten Kyoto,Victoria Cheung,food,ends head straight town drink fruce bc damn drinks good got ta fav bbt stalls glad,end head straight town drink fruce bc damn drink good got ta fav bbt stall glad,end head straight town drink fruce bc damn drink good got ta fav bbt stall glad,1
353,gastromania-da-paolo-1,Lunch Salad ($12.90 nett),Wen Miin Tan,food,choose base protein starchy veg dressing nice come plain toppings refreshing option typical leafy salad salads,choose base protein starchy veg dressing nice come plain topping refreshing option typical leafy salad salad,choos base protein starchi veg dress nice come plain top refresh option typic leafi salad salad,1
354,gastromania-da-paolo-1,Lunch Salad ($12.90 nett),Wen Miin Tan,portion,not half,not half,not half,-1
355,gastromania-da-paolo-1,Lunch Salad ($12.90 nett),Wen Miin Tan,price,value money evening charge weight shocking pay bowl,value money evening charge weight shocking pay bowl,valu money even charg weight shock pay bowl,1
356,gastromania-da-paolo-1,MYO Salad,Felicia Ginosaki,food,decent featured favourite cauliflower fried rice curried cauliflower,decent featured favourite cauliflower fried rice curried cauliflower,decent featur favourit cauliflow fri rice curri cauliflow,1
357,gastromania-da-paolo-1,"The Cottage Pie was quite a wrong choice, given that the waiting time for the reheating was long and the puff pastry atop was served burnt — hard, bitter and to the point a little nauseating (in combination with the tomato sauce at the base of the foil pan).",Siming T,food,cottage pie dapaolosg gastronomia,cottage pie dapaolosg gastronomia,cottag pie dapaolosg gastronomia,0
358,georges-the-cove,Beer Battered Fish And Chips,Tastewithjias Tan,ambience,average come relaxing ambience,average come relaxing ambience,averag come relax ambienc,1
359,georges-the-cove,Beer Battered Fish And Chips,Tastewithjias Tan,food,dishes menu,dish menu,dish menu,0
360,georges-the-cove,Beer Battered Fish And Chips ,Tastewithjias Tan,food,ordered beer batterd fish chips homemade tartar sauce crispy batter,ordered beer batterd fish chip homemade tartar sauce crispy batter,order beer batterd fish chip homemad tartar sauc crispi batter,0
361,georges-the-cove,Bolognese ($15.90++) Spaghetti with ground beef in tomato based sauce.,Mel C,food,spaghetti bolognese,spaghetti bolognese,spaghetti bolognes,0
362,georges-the-cove,Georges at The Cove,Chloe Tan,ambience,great ambiance stunning sea view,great ambiance stunning sea view,great ambianc stun sea view,1
363,georges-the-cove,Georges at The Cove,Chloe Tan,food,ordered fish chips,ordered fish chip,order fish chip,0
364,georges-the-cove,Grain fed ribeye ($22.90) Steak was generous and quite good quality.,Mel C,food,meat soft tender foodporn steak western,meat soft tender foodporn steak western,meat soft tender foodporn steak western,0
365,georges-the-cove,"Hog combo ($22.90) Pork chop and sausage, served with mash and LP sauce.",Mel C,food,western pork sausage,western pork sausage,western pork sausag,0
366,godmama,All Star Egg Skin Popiah $6.5,Jason Wong,food,classic popiah perfect snuggled silky egg crepe,classic popiah perfect snuggled silky egg crepe,classic popiah perfect snuggl silki egg crepe,1
367,godmama,Ayam Buah Keluak,Khaw Han Chung,food,black chicken,black chicken,black chicken,0
368,godmama,Babi Pongteh And Popiah,Shi Min,food,peranakan cuisine,peranakan cuisine,peranakan cuisin,0
369,godmama,Sticky Date Pudding,Alicia Ho,food,think caramel chocolate sauce not reflect health report sticky date pudding comes dollop ice cream gives tastebuds red dates longan tea local scene serving red dates longan tea,think caramel chocolate sauce not reflect health report sticky date pudding come dollop ice cream give tastebud red date longan tea local scene serving red date longan tea,think caramel chocol sauc not reflect health report sticki date pud come dollop ice cream give tastebud red date longan tea local scene serv red date longan tea,0
370,good-morning-nanyang-cafe-at-far-east-plaza,Best Kaya Toast (Better Than Yakun),Mich See,food,best kaya toast town crispy outside,best kaya toast town crispy outside,best kaya toast town crispi outsid,1
371,good-morning-nanyang-cafe-at-far-east-plaza,Lovely Breakfast Place,Jrake Toh,food,good soft boil eggs super yumz crispy toast,good soft boil egg super yumz crispy toast,good soft boil egg super yumz crispi toast,1
372,good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,Christine Tanod,ambience,old days telok ayer hong lim green community overlooking green pastures,old day telok ayer hong lim green community overlooking green pasture,old day telok ayer hong lim green commun overlook green pastur,0
373,good-morning-nanyang-cafe-at-far-east-plaza,Orange Ciabatta Toast Set,Christine Tanod,food,local kaya toast created twist italian style bread ciabatta orange toast choose boiled eggs,local kaya toast created twist italian style bread ciabatta orange toast choose boiled egg,local kaya toast creat twist italian style bread ciabatta orang toast choos boil egg,0
