restaurant_code,review_title,review_body,account_name,account_id,aspect,phrase,new_aspect_1,new_aspect_2,label
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,food,this place ,,,0
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,food,and it ,,,0
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,time,this place ,,,0
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,time,quiet time by ,ambience,ambience,0
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,price,different spices in it ,food,,0
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,price,$ 30 only ,price,price,1
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,ambience,"great ambience ! i love this place not only for the food , but also ",ambience,ambience,1
beaulieu-house-restaurant,Curry Fish Head ($30),"Good food with great ambience! I love this place not only for the food, but also the scenery outside and inside.💯
It's located beside Sembawang beach🏖 and it's unique because it plays great 80s90s songs inside!! There's very little people but it can be crowded and fully booked during Xmas, New Year and Valentines. For couples who love to have quiet time by themselves can try out this place!💏
The curry is cooked and prepared by the boss and it have different spices in it. It cost $30 only! Not only do they serve Chinese cuisine, it serves western too!🍴 And of course, alcoholic drinks!🍺🍸
On Valentines, they have special menu and it's for booking only!💕💍 (roses are available too 😏)",Sheryl Quek,@SherylQuek99,ambience,scenery outside and inside ,ambience,ambience,0
beaulieu-house-restaurant,Seafood hor fun - $7++!,"😋😋
#meryleats #whati8today #sgfoodunion #8dayseat #burpple #openricesg #instadaily #instafood #foodgasm #foodie #foodspotting #foodstagram #foodstamping #foodporn #foodphotography #vscofood #eatbooksg #sgfood #sgfoodies #ieatishootipost #nofilter #likes #sgfooddiary #food #sembawang #seafood #horfun #beaulieu #sgcafefood #sgcafe",Meryl Min,@iammeryl,food,# sembawang # seafood ,,,0
bella-pasta,Plenty Of Seafood!,"LINGUINE FRUTTI DI MARE ($26++)
Not too oily, with just a hint of slight herbyness. The seafood-- calamari, clams, & shrimp-- were fresh & plentiful. Towards the end, my dad lamented, ""wow the ratio of linguine to seafood... There's so much seafood""- I guess that's a happy problem?
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,"frutti di mare ( $ 26++ ) 
 not too oily , with just a hint of slight herbyness ",price,,0
bella-pasta,Plenty Of Seafood!,"LINGUINE FRUTTI DI MARE ($26++)
Not too oily, with just a hint of slight herbyness. The seafood-- calamari, clams, & shrimp-- were fresh & plentiful. Towards the end, my dad lamented, ""wow the ratio of linguine to seafood... There's so much seafood""- I guess that's a happy problem?
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,""" wow the ratio ",portion,,0
bella-pasta,Plenty Of Seafood!,"LINGUINE FRUTTI DI MARE ($26++)
Not too oily, with just a hint of slight herbyness. The seafood-- calamari, clams, & shrimp-- were fresh & plentiful. Towards the end, my dad lamented, ""wow the ratio of linguine to seafood... There's so much seafood""- I guess that's a happy problem?
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,linguine to seafood ,food,,0
bella-pasta,Best Risotto,"Great ambiance, perfect for dates or gatherings with friends. Pasta was cooked perfectly, & flavours were amazing. Will definitely be back! One downside, though, is that they don't have happy hour promotions. But you're in Robertson Quay, so you could easily head elsewhere for a drink post-meal.
Risotto Funghi Porcini Tartufo Nero ($26++): Arborio rice with porcini mushrooms & black truffle cream. One of the most amazing risottos I've had to date. It wasn't sickeningly creamy, & there were lots of juicy mushrooms. I share my food (because I love variety haha) but I could imagine myself finishing this whole plate & not feel jelat.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,perfect for dates or gatherings with friends ,food,,1
bella-pasta,Best Risotto,"Great ambiance, perfect for dates or gatherings with friends. Pasta was cooked perfectly, & flavours were amazing. Will definitely be back! One downside, though, is that they don't have happy hour promotions. But you're in Robertson Quay, so you could easily head elsewhere for a drink post-meal.
Risotto Funghi Porcini Tartufo Nero ($26++): Arborio rice with porcini mushrooms & black truffle cream. One of the most amazing risottos I've had to date. It wasn't sickeningly creamy, & there were lots of juicy mushrooms. I share my food (because I love variety haha) but I could imagine myself finishing this whole plate & not feel jelat.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,"was cooked perfectly , & flavours were amazing ",food,food,1
bella-pasta,Best Risotto,"Great ambiance, perfect for dates or gatherings with friends. Pasta was cooked perfectly, & flavours were amazing. Will definitely be back! One downside, though, is that they don't have happy hour promotions. But you're in Robertson Quay, so you could easily head elsewhere for a drink post-meal.
Risotto Funghi Porcini Tartufo Nero ($26++): Arborio rice with porcini mushrooms & black truffle cream. One of the most amazing risottos I've had to date. It wasn't sickeningly creamy, & there were lots of juicy mushrooms. I share my food (because I love variety haha) but I could imagine myself finishing this whole plate & not feel jelat.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,could easily head elsewhere ,,,0
bella-pasta,Best Risotto,"Great ambiance, perfect for dates or gatherings with friends. Pasta was cooked perfectly, & flavours were amazing. Will definitely be back! One downside, though, is that they don't have happy hour promotions. But you're in Robertson Quay, so you could easily head elsewhere for a drink post-meal.
Risotto Funghi Porcini Tartufo Nero ($26++): Arborio rice with porcini mushrooms & black truffle cream. One of the most amazing risottos I've had to date. It wasn't sickeningly creamy, & there were lots of juicy mushrooms. I share my food (because I love variety haha) but I could imagine myself finishing this whole plate & not feel jelat.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,a drink post - meal ,food,,0
bella-pasta,Best Risotto,"Great ambiance, perfect for dates or gatherings with friends. Pasta was cooked perfectly, & flavours were amazing. Will definitely be back! One downside, though, is that they don't have happy hour promotions. But you're in Robertson Quay, so you could easily head elsewhere for a drink post-meal.
Risotto Funghi Porcini Tartufo Nero ($26++): Arborio rice with porcini mushrooms & black truffle cream. One of the most amazing risottos I've had to date. It wasn't sickeningly creamy, & there were lots of juicy mushrooms. I share my food (because I love variety haha) but I could imagine myself finishing this whole plate & not feel jelat.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,ambience,", perfect for dates or gatherings with friends ",food,food,1
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,"boscaiola ( $ 26++ ) 
 not sure what pink sauce was supposed to mean ; i ",price,price,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,expecting a creamy tomato ,food,,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,", but the ",,,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,felt just it had ,,,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,same base as ,,,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,bolognese which we also ordered ,food,,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,homemade pappardelle ,food,,0
bella-pasta,Delicious But I'm Confused,"PAPPARDELLE BOSCAIOLA ($26++)
Not sure what pink sauce was supposed to mean; I was expecting a creamy tomato sauce, but the sauce felt just it had the same base as the Bolognese which we also ordered. Nonetheless, the homemade pappardelle was excellent (the sauce clung onto it so well), & they were kind enough to swap the usual bacon out for more italian sausage. Appreciated! But still wondering about the sauce.
💳 Accepts credit cards
🌬 Air-conditioned seats available
☀ Al fresco seats available
💻 Accepts reservations - I used Chope",Emily S,@yinkae,food,usual bacon out for more italian sausage ,food,,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,food,"with porcini mushrooms and black truffle cream , $ 26++ ",food,,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,food,most of the pasta there were tomato based ,food,,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,food,which tasted quite okay ,food,food,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,portion,good and portion size was a bit bigger than i thought ,portion,portion,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,portion,could finish ,food,,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,ambience,tasted quite okay ,food,food,0
bella-pasta,Risotto Al Funghi Porcini Tartufo Nero,"Arborio rice with porcini mushrooms and black truffle cream, $26++. Basically it's a truffle cream risotto with mushrooms. 
The truffle flavour was really good and portion size was a bit bigger than I thought I could finish. It's a tad too oily as it leaves your lips greasy after every bite. 
But overall I would get this again. Most of the pasta there were tomato based, the only cream base there was tomato cream which tasted quite okay.
PS ambience at this place is amazing!!!",Samantha Lee,@pagettwo,ambience,at this place is amazing ,,,1
bella-pasta,Spaghetti With Clans In White Wine Sauce,Can't remember the Italian name for this dish but this is great! Christmas dinner with love at Bella Pasta after Burpple Italian food guide. So many clams and it's very filling. ,Vee lour,@veelour,food,after burpple italian food guide ,,,0
big-small-restaurant,Stewed Pork With Brown Sauce & Spinach (SGD $16) @ Jim Garden.,"Crunchy vegetal spinach contrasts with the tender, savoury salty soy braised pork belly.
Fatty and slippery, good comfort dish.
.
.
.
Jim Garden
4 Craig Road",Ivan Teh,@RunningMan,food,"vegetal spinach contrasts with the tender , savoury salty ",food,,0
big-small-restaurant,Stewed Pork With Brown Sauce & Spinach (SGD $16) @ Jim Garden.,"Crunchy vegetal spinach contrasts with the tender, savoury salty soy braised pork belly.
Fatty and slippery, good comfort dish.
.
.
.
Jim Garden
4 Craig Road",Ivan Teh,@RunningMan,food,braised pork belly ,food,,0
big-small-restaurant,Papaya Jelly [$5.80],"Freshly made daily~ And it actually look like the Korean dish ""Dubu Kimchi"" 😂 Personally I don't eat papaya but the coconut jelly is nice!",Wenn Lim,@hungrypiggyy,food,"korean dish "" dubu kimchi ",food,,0
big-small-restaurant,Papaya Jelly [$5.80],"Freshly made daily~ And it actually look like the Korean dish ""Dubu Kimchi"" 😂 Personally I don't eat papaya but the coconut jelly is nice!",Wenn Lim,@hungrypiggyy,food,eat papaya but the coconut jelly is nice ,food,food,1
big-small-restaurant,私房菜,"A relatively new Chinese restaurant, which is an award winning restaurant in mainland China 🇨🇳 , offering private home 🏡 cuisine 私房菜 , without the usual seasonings such as MSG, salt and castor sugar.
~
Some of the dishes (pictured above) which we had tonite :
- Sautéed Tender Meat with Black Fungus 葱香梅肉炒秋耳 (S$14.80/ large, S$11.80/ small)
- Braised Tofu in Special Sauce 風味醬燜豆腐 (S$11.80/ large, S$8.80/ small)
- Gold Medal 🥇 Pork Rib with Pineapple 🍍 金牌西菠排骨 (S$28)
- Sweet & Sour Seabass 糖醋金目鱸魚 🐟 (S$32)
- Qiubi Prawn 🦐 丘比虾 (S$22)
- Stewed Pork with Brown Sauce 私房紅燒肉 (S$16)
~
Interestingly orange 🍊 juice, dragon fruit and other assorted fruits were used to make the sauce for Sweet & Sour Seabass, instead of the usual vinegar, which was why some customers may felt that the flavours may be not as strong as expected.
The soya bean milk offered here had an acquired taste especially for the unsweetened version. It's known as Five Flavours of Soy Milk 招牌五味濃縮豆漿 (S$2.80), as it's made of soya bean, red bean, green bean, black bean, and peanut 🥜.
~
This month the restaurant is having a lunch promotion with Gold Medal 🥇 Pork Rib with Pineapple 🍍 Rice 金牌西菠排骨饭 at S$3.80, instead of usual S$7.60.
- Limited to first 50 dine in customers everyday.
|
Jim Garden 珍厨明苑私房菜
Address 🏠 : 4 Craig Road, Singapore 🇸🇬 089 664
Tel ☎ : 6908 0569
Open 💈: 10.30am - 11.30pm
MRT 🚇 : Tanjong Pagar (EW15)
Cuisine 🍽 : Chinese
Origin 🍼 : China 🇨🇳",Doreen Tan,@alamakgirl,food,", which ",,,0
big-small-restaurant,私房菜,"A relatively new Chinese restaurant, which is an award winning restaurant in mainland China 🇨🇳 , offering private home 🏡 cuisine 私房菜 , without the usual seasonings such as MSG, salt and castor sugar.
~
Some of the dishes (pictured above) which we had tonite :
- Sautéed Tender Meat with Black Fungus 葱香梅肉炒秋耳 (S$14.80/ large, S$11.80/ small)
- Braised Tofu in Special Sauce 風味醬燜豆腐 (S$11.80/ large, S$8.80/ small)
- Gold Medal 🥇 Pork Rib with Pineapple 🍍 金牌西菠排骨 (S$28)
- Sweet & Sour Seabass 糖醋金目鱸魚 🐟 (S$32)
- Qiubi Prawn 🦐 丘比虾 (S$22)
- Stewed Pork with Brown Sauce 私房紅燒肉 (S$16)
~
Interestingly orange 🍊 juice, dragon fruit and other assorted fruits were used to make the sauce for Sweet & Sour Seabass, instead of the usual vinegar, which was why some customers may felt that the flavours may be not as strong as expected.
The soya bean milk offered here had an acquired taste especially for the unsweetened version. It's known as Five Flavours of Soy Milk 招牌五味濃縮豆漿 (S$2.80), as it's made of soya bean, red bean, green bean, black bean, and peanut 🥜.
~
This month the restaurant is having a lunch promotion with Gold Medal 🥇 Pork Rib with Pineapple 🍍 Rice 金牌西菠排骨饭 at S$3.80, instead of usual S$7.60.
- Limited to first 50 dine in customers everyday.
|
Jim Garden 珍厨明苑私房菜
Address 🏠 : 4 Craig Road, Singapore 🇸🇬 089 664
Tel ☎ : 6908 0569
Open 💈: 10.30am - 11.30pm
MRT 🚇 : Tanjong Pagar (EW15)
Cuisine 🍽 : Chinese
Origin 🍼 : China 🇨🇳",Doreen Tan,@alamakgirl,food,the usual ,,,0
big-small-restaurant,私房菜,"A relatively new Chinese restaurant, which is an award winning restaurant in mainland China 🇨🇳 , offering private home 🏡 cuisine 私房菜 , without the usual seasonings such as MSG, salt and castor sugar.
~
Some of the dishes (pictured above) which we had tonite :
- Sautéed Tender Meat with Black Fungus 葱香梅肉炒秋耳 (S$14.80/ large, S$11.80/ small)
- Braised Tofu in Special Sauce 風味醬燜豆腐 (S$11.80/ large, S$8.80/ small)
- Gold Medal 🥇 Pork Rib with Pineapple 🍍 金牌西菠排骨 (S$28)
- Sweet & Sour Seabass 糖醋金目鱸魚 🐟 (S$32)
- Qiubi Prawn 🦐 丘比虾 (S$22)
- Stewed Pork with Brown Sauce 私房紅燒肉 (S$16)
~
Interestingly orange 🍊 juice, dragon fruit and other assorted fruits were used to make the sauce for Sweet & Sour Seabass, instead of the usual vinegar, which was why some customers may felt that the flavours may be not as strong as expected.
The soya bean milk offered here had an acquired taste especially for the unsweetened version. It's known as Five Flavours of Soy Milk 招牌五味濃縮豆漿 (S$2.80), as it's made of soya bean, red bean, green bean, black bean, and peanut 🥜.
~
This month the restaurant is having a lunch promotion with Gold Medal 🥇 Pork Rib with Pineapple 🍍 Rice 金牌西菠排骨饭 at S$3.80, instead of usual S$7.60.
- Limited to first 50 dine in customers everyday.
|
Jim Garden 珍厨明苑私房菜
Address 🏠 : 4 Craig Road, Singapore 🇸🇬 089 664
Tel ☎ : 6908 0569
Open 💈: 10.30am - 11.30pm
MRT 🚇 : Tanjong Pagar (EW15)
Cuisine 🍽 : Chinese
Origin 🍼 : China 🇨🇳",Doreen Tan,@alamakgirl,food,such as msg ,food,,0
big-small-restaurant,私房菜,"A relatively new Chinese restaurant, which is an award winning restaurant in mainland China 🇨🇳 , offering private home 🏡 cuisine 私房菜 , without the usual seasonings such as MSG, salt and castor sugar.
~
Some of the dishes (pictured above) which we had tonite :
- Sautéed Tender Meat with Black Fungus 葱香梅肉炒秋耳 (S$14.80/ large, S$11.80/ small)
- Braised Tofu in Special Sauce 風味醬燜豆腐 (S$11.80/ large, S$8.80/ small)
- Gold Medal 🥇 Pork Rib with Pineapple 🍍 金牌西菠排骨 (S$28)
- Sweet & Sour Seabass 糖醋金目鱸魚 🐟 (S$32)
- Qiubi Prawn 🦐 丘比虾 (S$22)
- Stewed Pork with Brown Sauce 私房紅燒肉 (S$16)
~
Interestingly orange 🍊 juice, dragon fruit and other assorted fruits were used to make the sauce for Sweet & Sour Seabass, instead of the usual vinegar, which was why some customers may felt that the flavours may be not as strong as expected.
The soya bean milk offered here had an acquired taste especially for the unsweetened version. It's known as Five Flavours of Soy Milk 招牌五味濃縮豆漿 (S$2.80), as it's made of soya bean, red bean, green bean, black bean, and peanut 🥜.
~
This month the restaurant is having a lunch promotion with Gold Medal 🥇 Pork Rib with Pineapple 🍍 Rice 金牌西菠排骨饭 at S$3.80, instead of usual S$7.60.
- Limited to first 50 dine in customers everyday.
|
Jim Garden 珍厨明苑私房菜
Address 🏠 : 4 Craig Road, Singapore 🇸🇬 089 664
Tel ☎ : 6908 0569
Open 💈: 10.30am - 11.30pm
MRT 🚇 : Tanjong Pagar (EW15)
Cuisine 🍽 : Chinese
Origin 🍼 : China 🇨🇳",Doreen Tan,@alamakgirl,food,salt and castor sugar ,food,,0
big-small-restaurant,私房菜,"A relatively new Chinese restaurant, which is an award winning restaurant in mainland China 🇨🇳 , offering private home 🏡 cuisine 私房菜 , without the usual seasonings such as MSG, salt and castor sugar.
~
Some of the dishes (pictured above) which we had tonite :
- Sautéed Tender Meat with Black Fungus 葱香梅肉炒秋耳 (S$14.80/ large, S$11.80/ small)
- Braised Tofu in Special Sauce 風味醬燜豆腐 (S$11.80/ large, S$8.80/ small)
- Gold Medal 🥇 Pork Rib with Pineapple 🍍 金牌西菠排骨 (S$28)
- Sweet & Sour Seabass 糖醋金目鱸魚 🐟 (S$32)
- Qiubi Prawn 🦐 丘比虾 (S$22)
- Stewed Pork with Brown Sauce 私房紅燒肉 (S$16)
~
Interestingly orange 🍊 juice, dragon fruit and other assorted fruits were used to make the sauce for Sweet & Sour Seabass, instead of the usual vinegar, which was why some customers may felt that the flavours may be not as strong as expected.
The soya bean milk offered here had an acquired taste especially for the unsweetened version. It's known as Five Flavours of Soy Milk 招牌五味濃縮豆漿 (S$2.80), as it's made of soya bean, red bean, green bean, black bean, and peanut 🥜.
~
This month the restaurant is having a lunch promotion with Gold Medal 🥇 Pork Rib with Pineapple 🍍 Rice 金牌西菠排骨饭 at S$3.80, instead of usual S$7.60.
- Limited to first 50 dine in customers everyday.
|
Jim Garden 珍厨明苑私房菜
Address 🏠 : 4 Craig Road, Singapore 🇸🇬 089 664
Tel ☎ : 6908 0569
Open 💈: 10.30am - 11.30pm
MRT 🚇 : Tanjong Pagar (EW15)
Cuisine 🍽 : Chinese
Origin 🍼 : China 🇨🇳",Doreen Tan,@alamakgirl,food,"
 ~ ",,,0
