restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,phrase_emoticon_generic,phrase_emoticon_unique,phrase_stem_emoticon_generic,phrase_lemma_emoticon_generic,phrase_stem_emoticon_unique,phrase_lemma_emoticon_unique,label
xiao-di-fried-prawn-nodle,Xiao Di Fried Prawn Noodle is one of those Hokkien Mee stalls that can leave customers divided.,Daniel Food Diary,food,fried prawn noodle hokkien mee stalls leave customers wet ingredients fresh prawns thailand cuttlefish slices tender pork belly lard prepared taste buds,fried prawn noodle hokkien mee stall leave customer wet ingredient fresh prawn thailand cuttlefish slice tender pork belly lard prepared taste bud,fri prawn noodl hokkien mee stall leav custom wet ingredi fresh prawn thailand cuttlefish slice tender pork belli lard prepar tast bud,fried prawn noodle hokkien mee stalls leave customers wet ingredients fresh prawns thailand cuttlefish slices tender pork belly lard prepared taste buds,fried prawn noodle hokkien mee stalls leave customers wet ingredients fresh prawns thailand cuttlefish slices tender pork belly lard prepared taste buds,fri prawn noodl hokkien mee stall leav custom wet ingredi fresh prawn thailand cuttlefish slice tender pork belli lard prepar tast bud,fried prawn noodle hokkien mee stall leave customer wet ingredient fresh prawn thailand cuttlefish slice tender pork belly lard prepared taste bud,fri prawn noodl hokkien mee stall leav custom wet ingredi fresh prawn thailand cuttlefish slice tender pork belli lard prepar tast bud,fried prawn noodle hokkien mee stall leave customer wet ingredient fresh prawn thailand cuttlefish slice tender pork belly lard prepared taste bud,0.0
xiao-di-fried-prawn-nodle,Xiao Di Fried Prawn Noodle is one of those Hokkien Mee stalls that can leave customers divided.,Daniel Food Diary,portion,think portion not fantastic,think portion not fantastic,think portion not fantast,think portion not fantastic,think portion not fantastic,think portion not fantast,think portion not fantastic,think portion not fantast,think portion not fantastic,-1.0
xiao-di-fried-prawn-nodle,Xiaodi Fried Hokkien Prawn Mee,Fudge Pudge,food,fried hokkien prawn meeflavoursome noodles soaked gravy truly slurpworthy wished given,fried hokkien prawn meeflavoursome noodle soaked gravy truly slurpworthy wished given,fri hokkien prawn meeflavoursom noodl soak gravi truli slurpworthi wish given,fried hokkien prawn meeflavoursome noodles soaked gravy truly slurpworthy wished given,fried hokkien prawn meeflavoursome noodles soaked gravy truly slurpworthy wished given,fri hokkien prawn meeflavoursom noodl soak gravi truli slurpworthi wish given,fried hokkien prawn meeflavoursome noodle soaked gravy truly slurpworthy wished given,fri hokkien prawn meeflavoursom noodl soak gravi truli slurpworthi wish given,fried hokkien prawn meeflavoursome noodle soaked gravy truly slurpworthy wished given,1.0
xin-heng-kee-chicken-duck-rice,$8 WTF,Thiam Peng Tan,food,poached chicken never orders roast,poached chicken never order roast,poach chicken never order roast,poached chicken never orders roast,poached chicken never orders roast,poach chicken never order roast,poached chicken never order roast,poach chicken never order roast,poached chicken never order roast,0.0
xin-heng-kee-chicken-duck-rice,$8 WTF,Thiam Peng Tan,price,usually twice price popular stall machiam charity,usually twice price popular stall machiam charity,usual twice price popular stall machiam chariti,usually twice price popular stall machiam charity,usually twice price popular stall machiam charity,usual twice price popular stall machiam chariti,usually twice price popular stall machiam charity,usual twice price popular stall machiam chariti,usually twice price popular stall machiam charity,1.0
xin-heng-kee-chicken-duck-rice,Chicken Rice,Khaw Han Chung,food,ricei never expecting cheap good generous portion chicken rice fight stalls,ricei never expecting cheap good generous portion chicken rice fight stall,ricei never expect cheap good gener portion chicken rice fight stall,ricei never expecting cheap good generous portion chicken rice fight stalls,ricei never expecting cheap good generous portion chicken rice fight stalls,ricei never expect cheap good gener portion chicken rice fight stall,ricei never expecting cheap good generous portion chicken rice fight stall,ricei never expect cheap good gener portion chicken rice fight stall,ricei never expecting cheap good generous portion chicken rice fight stall,0.0
xin-heng-kee-chicken-duck-rice,Chicken Rice,Khaw Han Chung,portion,generous portion chicken rice fight stalls,generous portion chicken rice fight stall,gener portion chicken rice fight stall,generous portion chicken rice fight stalls,generous portion chicken rice fight stalls,gener portion chicken rice fight stall,generous portion chicken rice fight stall,gener portion chicken rice fight stall,generous portion chicken rice fight stall,1.0
xin-heng-kee-chicken-duck-rice,Chicken Rice,Khaw Han Chung,price,cheap good,cheap good,cheap good,cheap good,cheap good,cheap good,cheap good,cheap good,cheap good,1.0
xin-heng-kee-chicken-duck-rice,Chicken Soup,Thiam Peng Tan,food,old school chicken rice soup previously rare,old school chicken rice soup previously rare,old school chicken rice soup previous rare,old school chicken rice soup previously rare,old school chicken rice soup previously rare,old school chicken rice soup previous rare,old school chicken rice soup previously rare,old school chicken rice soup previous rare,old school chicken rice soup previously rare,0.0
xin-heng-kee-chicken-duck-rice,Chicken Soup,Thiam Peng Tan,portion,bowl,bowl,bowl,bowl,bowl,bowl,bowl,bowl,bowl,0.0
xin-heng-kee-chicken-duck-rice,Roasted Chicken Rice | $3,Kenneth Lee,food,look chicken meat compared braised duck roast pork tastes good,look chicken meat compared braised duck roast pork taste good,look chicken meat compar brais duck roast pork tast good,look chicken meat compared braised duck roast pork tastes good,look chicken meat compared braised duck roast pork tastes good,look chicken meat compar brais duck roast pork tast good,look chicken meat compared braised duck roast pork taste good,look chicken meat compar brais duck roast pork tast good,look chicken meat compared braised duck roast pork taste good,1.0
xin-heng-kee-chicken-duck-rice,Roasted Chicken Rice | $3,Kenneth Lee,portion,look,look,look,look,look,look,look,look,look,0.0
xin-heng-kee-chicken-duck-rice,Roasted Chicken Rice | $3,Kenneth Lee,price,super value money,super value money,super valu money,super value money,super value money,super valu money,super value money,super valu money,super value money,1.0
xin-heng-kee-chicken-duck-rice,Roasted Duck & Chicken Rice • $4.80,Kenneth Lee,food,roasted duck chicken steamed siew rice meat good not mind blowing special,roasted duck chicken steamed siew rice meat good not mind blowing special,roast duck chicken steam siew rice meat good not mind blow special,roasted duck chicken steamed siew rice meat good not mind blowing special,roasted duck chicken steamed siew rice meat good not mind blowing special,roast duck chicken steam siew rice meat good not mind blow special,roasted duck chicken steamed siew rice meat good not mind blowing special,roast duck chicken steam siew rice meat good not mind blow special,roasted duck chicken steamed siew rice meat good not mind blowing special,1.0
xin-heng-kee-chicken-duck-rice,Roasted Duck & Chicken Rice • $4.80,Kenneth Lee,price,affordable price probably affordable stalls pricing dishes price probably,affordable price probably affordable stall pricing dish price probably,afford price probabl afford stall price dish price probabl,affordable price probably affordable stalls pricing dishes price probably,affordable price probably affordable stalls pricing dishes price probably,afford price probabl afford stall price dish price probabl,affordable price probably affordable stall pricing dish price probably,afford price probabl afford stall price dish price probabl,affordable price probably affordable stall pricing dish price probably,1.0
xin-heng-kee-chicken-duck-rice,Roasted Duck & Chicken Rice • $4.80,Kenneth Lee,time,long queue,long queue,long queue,long queue,long queue,long queue,long queue,long queue,long queue,-1.0
xing-xian-teochew-cuisine,Cabbage 3nett,Wuu Yyiizzhhoouu,food,haebi mushy flavourful,haebi mushy flavourful,haebi mushi flavour,haebi mushy flavourful,haebi mushy flavourful,haebi mushi flavour,haebi mushy flavourful,haebi mushi flavour,haebi mushy flavourful,1.0
xing-xian-teochew-cuisine,Ckn 4nett,Wuu Yyiizzhhoouu,food,flavourful sauce,flavourful sauce,flavour sauc,flavourful sauce,flavourful sauce,flavour sauc,flavourful sauce,flavour sauc,flavourful sauce,1.0
xing-xian-teochew-cuisine,Fried Kway Teow W Chai Poh 10nett(L),Wuu Yyiizzhhoouu,food,kway teow chai poh nett huge portion absolutely delicious addictive oily,kway teow chai poh nett huge portion absolutely delicious addictive oily,kway teow chai poh nett huge portion absolut delici addict oili,kway teow chai poh nett huge portion absolutely delicious addictive oily,kway teow chai poh nett huge portion absolutely delicious addictive oily,kway teow chai poh nett huge portion absolut delici addict oili,kway teow chai poh nett huge portion absolutely delicious addictive oily,kway teow chai poh nett huge portion absolut delici addict oili,kway teow chai poh nett huge portion absolutely delicious addictive oily,1.0
xing-xian-teochew-cuisine,Fried Kway Teow W Chai Poh 10nett(L),Wuu Yyiizzhhoouu,portion,kway teow chai poh nett huge portion absolutely delicious,kway teow chai poh nett huge portion absolutely delicious,kway teow chai poh nett huge portion absolut delici,kway teow chai poh nett huge portion absolutely delicious,kway teow chai poh nett huge portion absolutely delicious,kway teow chai poh nett huge portion absolut delici,kway teow chai poh nett huge portion absolutely delicious,kway teow chai poh nett huge portion absolut delici,kway teow chai poh nett huge portion absolutely delicious,1.0
xing-xian-teochew-cuisine,Tau Kee 3nett,Wuu Yyiizzhhoouu,portion,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,kee nettgood portion decent,0.0
ya-kun-kaya-toast-313-somerset,For Kaya Toast and Soft-Boiled Eggs,Burpple Guides,food,kaya toast soft boiled eggsas hits spot coconut jam hot beverage dishes locals favourite come breakfast tea black soy sauce thinly sliced bread chilled butter,kaya toast soft boiled eggsas hit spot coconut jam hot beverage dish local favourite come breakfast tea black soy sauce thinly sliced bread chilled butter,kaya toast soft boil eggsa hit spot coconut jam hot beverag dish local favourit come breakfast tea black soy sauc thinli slice bread chill butter,kaya toast soft boiled eggsas hits spot coconut jam hot beverage dishes locals favourite come breakfast tea black soy sauce thinly sliced bread chilled butter,kaya toast soft boiled eggsas hits spot coconut jam hot beverage dishes locals favourite come breakfast tea black soy sauce thinly sliced bread chilled butter,kaya toast soft boil eggsa hit spot coconut jam hot beverag dish local favourit come breakfast tea black soy sauc thinli slice bread chill butter,kaya toast soft boiled eggsas hit spot coconut jam hot beverage dish local favourite come breakfast tea black soy sauce thinly sliced bread chilled butter,kaya toast soft boil eggsa hit spot coconut jam hot beverag dish local favourit come breakfast tea black soy sauc thinli slice bread chill butter,kaya toast soft boiled eggsas hit spot coconut jam hot beverage dish local favourite come breakfast tea black soy sauce thinly sliced bread chilled butter,1.0
ya-kun-kaya-toast-313-somerset,For Kaya Toast and Soft-Boiled Eggs,Burpple Guides,price,extra charge,extra charge,extra charg,extra charge,extra charge,extra charg,extra charge,extra charg,extra charge,0.0
ya-kun-kaya-toast-313-somerset,Kaya Butter Steamed Bun,SG MUNCHIES,food,steamed bunsoft fluffy,steamed bunsoft fluffy,steam bunsoft fluffi,steamed bunsoft fluffy,steamed bunsoft fluffy,steam bunsoft fluffi,steamed bunsoft fluffy,steam bunsoft fluffi,steamed bunsoft fluffy,0.0
ya-kun-kaya-toast-313-somerset,Kaya Butter Steamed Bun,SG MUNCHIES,portion,fluffy ingredients perfectly,fluffy ingredient perfectly,fluffi ingredi perfectli,fluffy ingredients perfectly,fluffy ingredients perfectly,fluffi ingredi perfectli,fluffy ingredient perfectly,fluffi ingredi perfectli,fluffy ingredient perfectly,0.0
ya-kun-kaya-toast-313-somerset,Kaya Toast with Butter Set,Hilary See,food,kaya toast setca wrong combo hearty singapore style breakfast coffee consistently good,kaya toast setca wrong combo hearty singapore style breakfast coffee consistently good,kaya toast setca wrong combo hearti singapor style breakfast coffe consist good,kaya toast setca wrong combo hearty singapore style breakfast coffee consistently good,kaya toast setca wrong combo hearty singapore style breakfast coffee consistently good,kaya toast setca wrong combo hearti singapor style breakfast coffe consist good,kaya toast setca wrong combo hearty singapore style breakfast coffee consistently good,kaya toast setca wrong combo hearti singapor style breakfast coffe consist good,kaya toast setca wrong combo hearty singapore style breakfast coffee consistently good,1.0
yakun-kaya-toast-at-orchard-central,Fresh Eggs With Kopi,Carrie Carrie,food,hunting coffee orchard central,hunting coffee orchard central,hunt coffe orchard central,hunting coffee orchard central,hunting coffee orchard central,hunt coffe orchard central,hunting coffee orchard central,hunt coffe orchard central,hunting coffee orchard central,0.0
yakun-kaya-toast-at-orchard-central,Iced Soya Tea | $4.20,Jaslyn Tan,food,soya tea best evaporated milk giving creamier taste soya coffee version,soya tea best evaporated milk giving creamier taste soya coffee version,soya tea best evapor milk give creamier tast soya coffe version,soya tea best evaporated milk giving creamier taste soya coffee version,soya tea best evaporated milk giving creamier taste soya coffee version,soya tea best evapor milk give creamier tast soya coffe version,soya tea best evaporated milk giving creamier taste soya coffee version,soya tea best evapor milk give creamier tast soya coffe version,soya tea best evaporated milk giving creamier taste soya coffee version,1.0
yakun-kaya-toast-at-orchard-central,Iced Soya Tea | $4.20,Jaslyn Tan,price,normal tea albeit pricey,normal tea albeit pricey,normal tea albeit pricey,normal tea albeit pricey good,normal tea albeit pricey emojigood,normal tea albeit pricey good,normal tea albeit pricey good,normal tea albeit pricey emojigood,normal tea albeit pricey emojigood,-1.0
yakun-kaya-toast-at-orchard-central,Kopi Siu Siu Dai,Carrie Carrie,ambience,come christmas place awesome,come christmas place awesome,come christma place awesom,come christmas place awesome,come christmas place awesome,come christma place awesom,come christmas place awesome,come christma place awesom,come christmas place awesome,1.0
yakun-kaya-toast-at-orchard-central,Teatime!,Ying Ying,food,tea,tea,tea,tea,tea,tea,tea,tea,tea,0.0
yarana,An Acquired Taste,Alicia Ho,food,acquired tastenot forgetting curry cooked mustard coconut sauce nestled tender dish tried boasts stronger coconut flavour instead generous,acquired tastenot forgetting curry cooked mustard coconut sauce nestled tender dish tried boast stronger coconut flavour instead generous,acquir tastenot forget curri cook mustard coconut sauc nestl tender dish tri boast stronger coconut flavour instead gener,acquired tastenot forgetting curry cooked mustard coconut sauce nestled tender dish tried boasts stronger coconut flavour instead generous,acquired tastenot forgetting curry cooked mustard coconut sauce nestled tender dish tried boasts stronger coconut flavour instead generous,acquir tastenot forget curri cook mustard coconut sauc nestl tender dish tri boast stronger coconut flavour instead gener,acquired tastenot forgetting curry cooked mustard coconut sauce nestled tender dish tried boast stronger coconut flavour instead generous,acquir tastenot forget curri cook mustard coconut sauc nestl tender dish tri boast stronger coconut flavour instead gener,acquired tastenot forgetting curry cooked mustard coconut sauce nestled tender dish tried boast stronger coconut flavour instead generous,1.0
yarana,An Acquired Taste,Alicia Ho,portion,generous,generous,gener,generous,generous,gener,generous,gener,generous,1.0
yarana,For 1-for-1 Main Dish (save ~$20),Burpple Guides,ambience,overlooking kallang river alfresco restaurant serving indian cuisine singapore indoor stadium feast spread daab chingri shrimps cooked mustard coconut sauce,overlooking kallang river alfresco restaurant serving indian cuisine singapore indoor stadium feast spread daab chingri shrimp cooked mustard coconut sauce,overlook kallang river alfresco restaur serv indian cuisin singapor indoor stadium feast spread daab chingri shrimp cook mustard coconut sauc,overlooking kallang river alfresco restaurant serving indian cuisine singapore indoor stadium feast spread daab chingri shrimps cooked mustard coconut sauce,overlooking kallang river alfresco restaurant serving indian cuisine singapore indoor stadium feast spread daab chingri shrimps cooked mustard coconut sauce,overlook kallang river alfresco restaur serv indian cuisin singapor indoor stadium feast spread daab chingri shrimp cook mustard coconut sauc,overlooking kallang river alfresco restaurant serving indian cuisine singapore indoor stadium feast spread daab chingri shrimp cooked mustard coconut sauce,overlook kallang river alfresco restaur serv indian cuisin singapor indoor stadium feast spread daab chingri shrimp cook mustard coconut sauc,overlooking kallang river alfresco restaurant serving indian cuisine singapore indoor stadium feast spread daab chingri shrimp cooked mustard coconut sauce,0.0
yarana,For 1-for-1 Main Dish (save ~$20),Burpple Guides,food,cooked mustard coconut sauce tender na butter chicken favourite mushroom pepper boarding school thukpa seasong vegetables noodle broth,cooked mustard coconut sauce tender na butter chicken favourite mushroom pepper boarding school thukpa seasong vegetable noodle broth,cook mustard coconut sauc tender na butter chicken favourit mushroom pepper board school thukpa seasong veget noodl broth,cooked mustard coconut sauce tender na butter chicken favourite mushroom pepper boarding school thukpa seasong vegetables noodle broth,cooked mustard coconut sauce tender na butter chicken favourite mushroom pepper boarding school thukpa seasong vegetables noodle broth,cook mustard coconut sauc tender na butter chicken favourit mushroom pepper board school thukpa seasong veget noodl broth,cooked mustard coconut sauce tender na butter chicken favourite mushroom pepper boarding school thukpa seasong vegetable noodle broth,cook mustard coconut sauc tender na butter chicken favourit mushroom pepper board school thukpa seasong veget noodl broth,cooked mustard coconut sauce tender na butter chicken favourite mushroom pepper boarding school thukpa seasong vegetable noodle broth,1.0
yarana,Mushroom Pepper Fry,Alicia Ho,food,pepper frymy favourite dish night bursting umami soaked sauce bowl incredibly flavourful paired naan wholesome,pepper frymy favourite dish night bursting umami soaked sauce bowl incredibly flavourful paired naan wholesome,pepper frymi favourit dish night burst umami soak sauc bowl incred flavour pair naan wholesom,pepper frymy favourite dish night bursting umami soaked sauce bowl incredibly flavourful paired naan wholesome,pepper frymy favourite dish night bursting umami soaked sauce bowl incredibly flavourful paired naan wholesome,pepper frymi favourit dish night burst umami soak sauc bowl incred flavour pair naan wholesom,pepper frymy favourite dish night bursting umami soaked sauce bowl incredibly flavourful paired naan wholesome,pepper frymi favourit dish night burst umami soak sauc bowl incred flavour pair naan wholesom,pepper frymy favourite dish night bursting umami soaked sauce bowl incredibly flavourful paired naan wholesome,1.0
yarana,Recommended!,Alicia Ho,food,brown garlic chili flakes mozzarella cheese naan settles nicely taste buds order curry enjoyable,brown garlic chili flake mozzarella cheese naan settle nicely taste bud order curry enjoyable,brown garlic chili flake mozzarella chees naan settl nice tast bud order curri enjoy,brown garlic chili flakes mozzarella cheese naan settles nicely taste buds order curry enjoyable,brown garlic chili flakes mozzarella cheese naan settles nicely taste buds order curry enjoyable,brown garlic chili flake mozzarella chees naan settl nice tast bud order curri enjoy,brown garlic chili flake mozzarella cheese naan settle nicely taste bud order curry enjoyable,brown garlic chili flake mozzarella chees naan settl nice tast bud order curri enjoy,brown garlic chili flake mozzarella cheese naan settle nicely taste bud order curry enjoyable,1.0
yarana,Tender And Succulent,Alicia Ho,food,tender singapore tandoori lamb chops dishes glad not gamy boldly flavoured juicy,tender singapore tandoori lamb chop dish glad not gamy boldly flavoured juicy,tender singapor tandoori lamb chop dish glad not gami boldli flavour juici,tender singapore tandoori lamb chops dishes glad not gamy boldly flavoured juicy,tender singapore tandoori lamb chops dishes glad not gamy boldly flavoured juicy,tender singapor tandoori lamb chop dish glad not gami boldli flavour juici,tender singapore tandoori lamb chop dish glad not gamy boldly flavoured juicy,tender singapor tandoori lamb chop dish glad not gami boldli flavour juici,tender singapore tandoori lamb chop dish glad not gamy boldly flavoured juicy,1.0
yew-chuan-claypot-rice,Claypot Chicken Rice,Gerald Chai,food,claypot chicken riceavailable different salted fish taste good rice,claypot chicken riceavailable different salted fish taste good rice,claypot chicken riceavail differ salt fish tast good rice,claypot chicken riceavailable different salted fish taste good rice,claypot chicken riceavailable different salted fish taste good rice,claypot chicken riceavail differ salt fish tast good rice,claypot chicken riceavailable different salted fish taste good rice,claypot chicken riceavail differ salt fish tast good rice,claypot chicken riceavailable different salted fish taste good rice,1.0
yew-chuan-claypot-rice,Lion City Braised Mushroom Hor Fun ($3)🍄I was attracted to this stall by the old grandma who was doing the cooking.,Judy Choong,food,braised mushroom hor fun attracted stall old grandma exactly cantonese,braised mushroom hor fun attracted stall old grandma exactly cantonese,brais mushroom hor fun attract stall old grandma exactli cantones,braised mushroom hor fun attracted stall old grandma exactly cantonese,braised mushroom hor fun attracted stall old grandma exactly cantonese,brais mushroom hor fun attract stall old grandma exactli cantones,braised mushroom hor fun attracted stall old grandma exactly cantonese,brais mushroom hor fun attract stall old grandma exactli cantones,braised mushroom hor fun attracted stall old grandma exactly cantonese,0.0
yew-chuan-claypot-rice,You Mian (SGD $3.50) @ Boon's Noodles.,Ivan Teh,food,prefer soup dry noodle stall versions excellent swipe giving comfortable version brewed broth rich sweetness stewing anchovies pork secret recipe soy chili sauce spicy kick,prefer soup dry noodle stall version excellent swipe giving comfortable version brewed broth rich sweetness stewing anchovy pork secret recipe soy chili sauce spicy kick,prefer soup dri noodl stall version excel swipe give comfort version brew broth rich sweet stew anchovi pork secret recip soy chili sauc spici kick,prefer soup dry noodle stall versions excellent swipe giving comfortable version brewed broth rich sweetness stewing anchovies pork secret recipe soy chili sauce spicy kick,prefer soup dry noodle stall versions excellent swipe giving comfortable version brewed broth rich sweetness stewing anchovies pork secret recipe soy chili sauce spicy kick,prefer soup dri noodl stall version excel swipe give comfort version brew broth rich sweet stew anchovi pork secret recip soy chili sauc spici kick,prefer soup dry noodle stall version excellent swipe giving comfortable version brewed broth rich sweetness stewing anchovy pork secret recipe soy chili sauce spicy kick,prefer soup dri noodl stall version excel swipe give comfort version brew broth rich sweet stew anchovi pork secret recip soy chili sauc spici kick,prefer soup dry noodle stall version excellent swipe giving comfortable version brewed broth rich sweetness stewing anchovy pork secret recipe soy chili sauce spicy kick,1.0
yew-chuan-claypot-rice,You Mian (SGD $3.50) @ Boon's Noodles.,Ivan Teh,price,sgd,sgd,sgd,sgd,sgd,sgd,sgd,sgd,sgd,0.0
yole-313somerset,Baby w/ Oatmeal & Bran,Dex Neo,food,oatmeal branwent healthier choice option good,oatmeal branwent healthier choice option good,oatmeal branwent healthier choic option good,oatmeal branwent healthier choice option good,oatmeal branwent healthier choice option good,oatmeal branwent healthier choic option good,oatmeal branwent healthier choice option good,oatmeal branwent healthier choic option good,oatmeal branwent healthier choice option good,1.0
yole-313somerset,Bandung Froyo from Yolé!,halfeaten (Ella),food,favourite cookie sauce,favourite cookie sauce,favourit cooki sauc,favourite cookie sauce,favourite cookie sauce,favourit cooki sauc,favourite cookie sauce,favourit cooki sauc,favourite cookie sauce,1.0
yole-313somerset,Eh.,chels .,food,new york cheesecake ice cream dark chocolate sauce added lotus biscuit not prominent difference regular,new york cheesecake ice cream dark chocolate sauce added lotus biscuit not prominent difference regular,new york cheesecak ice cream dark chocol sauc ad lotu biscuit not promin differ regular,new york cheesecake ice cream dark chocolate sauce added lotus biscuit not prominent difference regular,new york cheesecake ice cream dark chocolate sauce added lotus biscuit not prominent difference regular,new york cheesecak ice cream dark chocol sauc ad lotu biscuit not promin differ regular,new york cheesecake ice cream dark chocolate sauce added lotus biscuit not prominent difference regular,new york cheesecak ice cream dark chocol sauc ad lotu biscuit not promin differ regular,new york cheesecake ice cream dark chocolate sauce added lotus biscuit not prominent difference regular,0.0
yole-313somerset,Finally tried @yolesingapore !,Kwang Yu Tan,food,favourite cookie sauce makandaydream yole yolesg yogurt,favourite cookie sauce makandaydream yole yolesg yogurt,favourit cooki sauc makandaydream yole yolesg yogurt,favourite cookie sauce makandaydream yole yolesg yogurt,favourite cookie sauce makandaydream yole yolesg yogurt,favourit cooki sauc makandaydream yole yolesg yogurt,favourite cookie sauce makandaydream yole yolesg yogurt,favourit cooki sauc makandaydream yole yolesg yogurt,favourite cookie sauce makandaydream yole yolesg yogurt,1.0
yole-313somerset,"[jelly星期六] Happy Saturday, Peeps!",Jennifer Yee,food,love strawberry froyo,love strawberry froyo,love strawberri froyo,love strawberry froyo,love strawberry froyo,love strawberri froyo,love strawberry froyo,love strawberri froyo,love strawberry froyo,1.0
yong-kee-famous-fish-ball-noodle,Mushroom Mincemeat Mee Pok ($4),Eustacia Tan,food,liked noodles springy mushrooms extremely flavourful okay nothing shout sauce tastier,liked noodle springy mushroom extremely flavourful okay nothing shout sauce tastier,like noodl springi mushroom extrem flavour okay noth shout sauc tastier,liked noodles springy mushrooms extremely flavourful okay nothing shout sauce tastier,liked noodles springy mushrooms extremely flavourful okay nothing shout sauce tastier,like noodl springi mushroom extrem flavour okay noth shout sauc tastier,liked noodle springy mushroom extremely flavourful okay nothing shout sauce tastier,like noodl springi mushroom extrem flavour okay noth shout sauc tastier,liked noodle springy mushroom extremely flavourful okay nothing shout sauce tastier,1.0
yong-xiang-xing-tou-fu,15 Heartwarming Yong Tau Foo for a Tofu-licious Meal,Maureen Ow,food,heartwarming yong tau foo tofu accompanied rice noodles,heartwarming yong tau foo tofu accompanied rice noodle,heartwarm yong tau foo tofu accompani rice noodl,heartwarming yong tau foo tofu accompanied rice noodles,heartwarming yong tau foo tofu accompanied rice noodles,heartwarm yong tau foo tofu accompani rice noodl,heartwarming yong tau foo tofu accompanied rice noodle,heartwarm yong tau foo tofu accompani rice noodl,heartwarming yong tau foo tofu accompanied rice noodle,1.0
yong-xiang-xing-tou-fu,15 Heartwarming Yong Tau Foo for a Tofu-licious Meal,Maureen Ow,portion,choose small big portion,choose small big portion,choos small big portion,choose small big portion,choose small big portion,choos small big portion,choose small big portion,choos small big portion,choose small big portion,0.0
yong-xiang-xing-tou-fu,Finally I can get to try 永祥兴 Yong Tau Foo.,Roger Sim Ming Yang,food,serve noodle yong soup msg free fried ngoh hiang bean curd skin filled fish filling filled fish filling,serve noodle yong soup msg free fried ngoh hiang bean curd skin filled fish filling filled fish filling,serv noodl yong soup msg free fri ngoh hiang bean curd skin fill fish fill fill fish fill,serve noodle yong soup msg free fried ngoh hiang bean curd skin filled fish filling filled fish filling,serve noodle yong soup msg free fried ngoh hiang bean curd skin filled fish filling filled fish filling,serv noodl yong soup msg free fri ngoh hiang bean curd skin fill fish fill fill fish fill,serve noodle yong soup msg free fried ngoh hiang bean curd skin filled fish filling filled fish filling,serv noodl yong soup msg free fri ngoh hiang bean curd skin fill fish fill fill fish fill,serve noodle yong soup msg free fried ngoh hiang bean curd skin filled fish filling filled fish filling,0.0
yong-xiang-xing-tou-fu,Finally I can get to try 永祥兴 Yong Tau Foo.,Roger Sim Ming Yang,time,queue fast come early queue,queue fast come early queue,queue fast come earli queue,queue fast come early queue,queue fast come early queue,queue fast come earli queue,queue fast come early queue,queue fast come earli queue,queue fast come early queue,1.0
yong-xiang-xing-tou-fu,Heritage Yong Tau Foo Stall Has Super Long Queues!,Gregory Leow,food,ytf fish paste wonderfully smooth springy items certain smoothness soup nice blend soybean stock sour chilli sauce explains complex savouriness comes savoury,ytf fish paste wonderfully smooth springy item certain smoothness soup nice blend soybean stock sour chilli sauce explains complex savouriness come savoury,ytf fish past wonder smooth springi item certain smooth soup nice blend soybean stock sour chilli sauc explain complex savouri come savouri,ytf fish paste wonderfully smooth springy items certain smoothness soup nice blend soybean stock sour chilli sauce explains complex savouriness comes savoury,ytf fish paste wonderfully smooth springy items certain smoothness soup nice blend soybean stock sour chilli sauce explains complex savouriness comes savoury,ytf fish past wonder smooth springi item certain smooth soup nice blend soybean stock sour chilli sauc explain complex savouri come savouri,ytf fish paste wonderfully smooth springy item certain smoothness soup nice blend soybean stock sour chilli sauce explains complex savouriness come savoury,ytf fish past wonder smooth springi item certain smooth soup nice blend soybean stock sour chilli sauc explain complex savouri come savouri,ytf fish paste wonderfully smooth springy item certain smoothness soup nice blend soybean stock sour chilli sauce explains complex savouriness come savoury,1.0
yong-xiang-xing-tou-fu,Heritage Yong Tau Foo Stall Has Super Long Queues!,Gregory Leow,price,order money,order money,order money,order money,order money,order money,order money,order money,order money,0.0
yong-xiang-xing-tou-fu,Heritage Yong Tau Foo Stall Has Super Long Queues!,Gregory Leow,service,usually lady order money,usually lady order money,usual ladi order money,usually lady order money,usually lady order money,usual ladi order money,usually lady order money,usual ladi order money,usually lady order money,0.0
yong-xiang-xing-tou-fu,Heritage Yong Tau Foo Stall Has Super Long Queues!,Gregory Leow,time,super long queues watch video review snaking queue opening pm,super long queue watch video review snaking queue opening pm,super long queue watch video review snake queue open pm,super long queues watch video review snaking queue opening pm,super long queues watch video review snaking queue opening pm,super long queue watch video review snake queue open pm,super long queue watch video review snaking queue opening pm,super long queue watch video review snake queue open pm,super long queue watch video review snaking queue opening pm,-1.0
yong-xiang-xing-tou-fu,Yong Tau Foo,Khaw Han Chung,food,yong tau,yong tau,yong tau,yong tau,yong tau,yong tau,yong tau,yong tau,yong tau,0.0
yong-xiang-xing-tou-fu,Yong Tau Foo,Khaw Han Chung,price,worth,worth,worth,worth,worth,worth,worth,worth,worth,1.0
yong-xiang-xing-tou-fu,Yong Tau Foo,Khaw Han Chung,time,turned away super long queue short fast finally day,turned away super long queue short fast finally day,turn away super long queue short fast final day,turned away super long queue short fast finally day,turned away super long queue short fast finally day,turn away super long queue short fast final day,turned away super long queue short fast finally day,turn away super long queue short fast final day,turned away super long queue short fast finally day,0.0
