restaurant_code,review_title,account_name,new_aspect_1,phrase,phrase_lemma,phrase_stem,phrase_emoticon_generic,phrase_emoticon_unique,phrase_stem_emoticon_generic,phrase_lemma_emoticon_generic,phrase_stem_emoticon_unique,phrase_lemma_emoticon_unique,label
ah-hua-kelong-1,Seafood Pasta,Liz :),food,skip pasta sadly close limp underseasoned pure seafood dishes particularly prawns dish pasta spaghetti sadly close limp underseasoned,skip pasta sadly close limp underseasoned pure seafood dish particularly prawn dish pasta spaghetti sadly close limp underseasoned,skip pasta sadli close limp underseason pure seafood dish particularli prawn dish pasta spaghetti sadli close limp underseason,skip pasta sadly close limp underseasoned pure seafood dishes particularly prawns dish pasta spaghetti sadly close limp underseasoned,skip pasta sadly close limp underseasoned pure seafood dishes particularly prawns dish pasta spaghetti sadly close limp underseasoned,skip pasta sadli close limp underseason pure seafood dish particularli prawn dish pasta spaghetti sadli close limp underseason,skip pasta sadly close limp underseasoned pure seafood dish particularly prawn dish pasta spaghetti sadly close limp underseasoned,skip pasta sadli close limp underseason pure seafood dish particularli prawn dish pasta spaghetti sadli close limp underseason,skip pasta sadly close limp underseasoned pure seafood dish particularly prawn dish pasta spaghetti sadly close limp underseasoned,-1.0
ah-hua-kelong-1,Seafood Pasta,Liz :),service,waiter know,waiter know,waiter know,waiter know,waiter know,waiter know,waiter know,waiter know,waiter know,0.0
ah-hua-kelong-1,"So So Food, Service Can Be Improved",XYING LEE,food,wings salmon nonya spices salted egg calamari rice bowl asparagus added nice texture nice texture,wing salmon nonya spice salted egg calamari rice bowl asparagus added nice texture nice texture,wing salmon nonya spice salt egg calamari rice bowl asparagu ad nice textur nice textur,wings salmon nonya spices salted egg calamari rice bowl asparagus added nice texture nice texture,wings salmon nonya spices salted egg calamari rice bowl asparagus added nice texture nice texture,wing salmon nonya spice salt egg calamari rice bowl asparagu ad nice textur nice textur,wing salmon nonya spice salted egg calamari rice bowl asparagus added nice texture nice texture,wing salmon nonya spice salt egg calamari rice bowl asparagu ad nice textur nice textur,wing salmon nonya spice salted egg calamari rice bowl asparagus added nice texture nice texture,1.0
ah-hua-kelong-1,"So So Food, Service Can Be Improved",XYING LEE,service,attentive,attentive,attent,attentive,attentive,attent,attentive,attent,attentive,1.0
ah-hua-kelong-1,"Thanks to Burpple Beyond, we had such a satisfying meal at Ah Hua Kelong.",Julius Lim,food,satisfying meal ah hua seafood steamed fish no muddy aroma meat shined light soya sauce buttermilk chicken huge fan egg tofu served zichar pudding vegetables entire dish entire dish,satisfying meal ah hua seafood steamed fish no muddy aroma meat shined light soya sauce buttermilk chicken huge fan egg tofu served zichar pudding vegetable entire dish entire dish,satisfi meal ah hua seafood steam fish no muddi aroma meat shine light soya sauc buttermilk chicken huge fan egg tofu serv zichar pud veget entir dish entir dish,satisfying meal ah hua seafood steamed fish no muddy aroma meat shined light soya sauce buttermilk chicken huge fan egg tofu served zichar pudding vegetables entire dish entire dish,satisfying meal ah hua seafood steamed fish no muddy aroma meat shined light soya sauce buttermilk chicken huge fan egg tofu served zichar pudding vegetables entire dish entire dish,satisfi meal ah hua seafood steam fish no muddi aroma meat shine light soya sauc buttermilk chicken huge fan egg tofu serv zichar pud veget entir dish entir dish,satisfying meal ah hua seafood steamed fish no muddy aroma meat shined light soya sauce buttermilk chicken huge fan egg tofu served zichar pudding vegetable entire dish entire dish,satisfi meal ah hua seafood steam fish no muddi aroma meat shine light soya sauc buttermilk chicken huge fan egg tofu serv zichar pud veget entir dish entir dish,satisfying meal ah hua seafood steamed fish no muddy aroma meat shined light soya sauce buttermilk chicken huge fan egg tofu served zichar pudding vegetable entire dish entire dish,1.0
ah-hua-kelong-1,"Thanks to Burpple Beyond, we had such a satisfying meal at Ah Hua Kelong.",Julius Lim,service,good,good,good,good,good,good,good,good,good,1.0
ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,Minced Meat Noodle (Dry) @ Ah Kow Mushroom Minced Pork Mee.,AC Chan,food,dry ah kow mushroom minced pork sole fish,dry ah kow mushroom minced pork sole fish,dri ah kow mushroom minc pork sole fish,dry ah kow mushroom minced pork sole fish,dry ah kow mushroom minced pork sole fish,dri ah kow mushroom minc pork sole fish,dry ah kow mushroom minced pork sole fish,dri ah kow mushroom minc pork sole fish,dry ah kow mushroom minced pork sole fish,0.0
ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,"Mushroom minced meat mee kia dry (w/ chilli, w/o vinegar) - $5
I’m a super fan of hong lim food centre’s bcm stall (best in SG imo) of the same name but different brother, and was so so SO glad to have finally made my way down to bukit gombak to have this!!",ourstuffedcheeks .,food,minced meat mee kia dry chilli vinegar super fan hong lim food centre bcm stall best sg imo glad finally way bukit gombak mushroom sauce,minced meat mee kia dry chilli vinegar super fan hong lim food centre bcm stall best sg imo glad finally way bukit gombak mushroom sauce,minc meat mee kia dri chilli vinegar super fan hong lim food centr bcm stall best sg imo glad final way bukit gombak mushroom sauc,minced meat mee kia dry chilli vinegar super fan hong lim food centre bcm stall best sg imo glad finally way bukit gombak mushroom sauce,minced meat mee kia dry chilli vinegar super fan hong lim food centre bcm stall best sg imo glad finally way bukit gombak mushroom sauce,minc meat mee kia dri chilli vinegar super fan hong lim food centr bcm stall best sg imo glad final way bukit gombak mushroom sauc,minced meat mee kia dry chilli vinegar super fan hong lim food centre bcm stall best sg imo glad finally way bukit gombak mushroom sauce,minc meat mee kia dri chilli vinegar super fan hong lim food centr bcm stall best sg imo glad final way bukit gombak mushroom sauc,minced meat mee kia dry chilli vinegar super fan hong lim food centre bcm stall best sg imo glad finally way bukit gombak mushroom sauce,1.0
ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,Not Michelin rated so no need to queue.,Jeremy Tan,food,tagsforlikes yummy,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,1.0
ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,SAH breakfast.,Jeremy Tan,food,bcm kway teow soup tagsforlikes yummy,bcm kway teow soup tagsforlikes yummy,bcm kway teow soup tagsforlik yummi,bcm kway teow soup tagsforlikes yummy,bcm kway teow soup tagsforlikes yummy,bcm kway teow soup tagsforlik yummi,bcm kway teow soup tagsforlikes yummy,bcm kway teow soup tagsforlik yummi,bcm kway teow soup tagsforlikes yummy,1.0
ah-kow-mushroom-minced-pork-mee-meng-soon-huat-food-centre,TOP-up b4 the hunting starts.,Jeremy Tan,food,tagsforlikes yummy,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,1.0
ah-lian-beehoon,Ah Lian,Gin 💛,food,kway teow economic noodle stall right tasty wide array sides long beans tofu squid balls chicken wings long beans tummy comfort poured serving tin container,kway teow economic noodle stall right tasty wide array side long bean tofu squid ball chicken wing long bean tummy comfort poured serving tin container,kway teow econom noodl stall right tasti wide array side long bean tofu squid ball chicken wing long bean tummi comfort pour serv tin contain,kway teow economic noodle stall right tasty wide array sides long beans tofu squid balls chicken wings long beans tummy comfort poured serving tin container,kway teow economic noodle stall right tasty wide array sides long beans tofu squid balls chicken wings long beans tummy comfort poured serving tin container,kway teow econom noodl stall right tasti wide array side long bean tofu squid ball chicken wing long bean tummi comfort pour serv tin contain,kway teow economic noodle stall right tasty wide array side long bean tofu squid ball chicken wing long bean tummy comfort poured serving tin container,kway teow econom noodl stall right tasti wide array side long bean tofu squid ball chicken wing long bean tummi comfort pour serv tin contain,kway teow economic noodle stall right tasty wide array side long bean tofu squid ball chicken wing long bean tummy comfort poured serving tin container,1.0
ah-lian-beehoon,Ah Lian Bee Hoon,aggs & xi :D,food,perfect supper option not salty sufficiently savoury chicken wing,perfect supper option not salty sufficiently savoury chicken wing,perfect supper option not salti suffici savouri chicken wing,perfect supper option not salty sufficiently savoury chicken wing,perfect supper option not salty sufficiently savoury chicken wing,perfect supper option not salti suffici savouri chicken wing,perfect supper option not salty sufficiently savoury chicken wing,perfect supper option not salti suffici savouri chicken wing,perfect supper option not salty sufficiently savoury chicken wing,1.0
ah-liang-ipoh-hor-fun,Chicken Noodles,Ash L,food,shredded chk noodles instead usual hor fun,shredded chk noodle instead usual hor fun,shred chk noodl instead usual hor fun,shredded chk noodles instead usual hor fun,shredded chk noodles instead usual hor fun,shred chk noodl instead usual hor fun,shredded chk noodle instead usual hor fun,shred chk noodl instead usual hor fun,shredded chk noodle instead usual hor fun,0.0
ah-liang-ipoh-hor-fun,Dry Version,Alicia Ho,food,dry version soft nua chewy okay longest time recently notice dry version,dry version soft nua chewy okay longest time recently notice dry version,dri version soft nua chewi okay longest time recent notic dri version,dry version soft nua chewy okay longest time recently notice dry version,dry version soft nua chewy okay longest time recently notice dry version,dri version soft nua chewi okay longest time recent notic dri version,dry version soft nua chewy okay longest time recently notice dry version,dri version soft nua chewi okay longest time recent notic dri version,dry version soft nua chewy okay longest time recently notice dry version,0.0
ah-liang-ipoh-hor-fun,The best thing to eat when feeling under the weather… maybe the herbal sauce will speed up recovery.,Eleanor Tay,food,herbal sauce,herbal sauce,herbal sauc,herbal sauce,herbal sauce,herbal sauc,herbal sauce,herbal sauc,herbal sauce,0.0
ah-lock-tofu-yishun-park-hawker-centre,"When you marry two Hakka staples, lui cha and yong tau foo, this.",Jackson Sim,portion,better portion size,better portion size,better portion size,better portion size,better portion size,better portion size,better portion size,better portion size,better portion size,1.0
ah-seng-hai-nam-coffee,French toast,Tiara Lim,food,french toast traditional coffee shop stall no eggy fragrance bread toasted taste,french toast traditional coffee shop stall no eggy fragrance bread toasted taste,french toast tradit coffe shop stall no eggi fragranc bread toast tast,french toast traditional coffee shop stall no eggy fragrance bread toasted taste,french toast traditional coffee shop stall no eggy fragrance bread toasted taste,french toast tradit coffe shop stall no eggi fragranc bread toast tast,french toast traditional coffee shop stall no eggy fragrance bread toasted taste,french toast tradit coffe shop stall no eggi fragranc bread toast tast,french toast traditional coffee shop stall no eggy fragrance bread toasted taste,0.0
ah-seng-hai-nam-coffee,Kaya Butter Toast,Toad Tai,food,toastvisited popular coffee stall high expectations tad stale dry kaya slightly sweet,toastvisited popular coffee stall high expectation tad stale dry kaya slightly sweet,toastvisit popular coffe stall high expect tad stale dri kaya slightli sweet,toastvisited popular coffee stall high expectations tad stale dry kaya slightly sweet,toastvisited popular coffee stall high expectations tad stale dry kaya slightly sweet,toastvisit popular coffe stall high expect tad stale dri kaya slightli sweet,toastvisited popular coffee stall high expectation tad stale dry kaya slightly sweet,toastvisit popular coffe stall high expect tad stale dri kaya slightli sweet,toastvisited popular coffee stall high expectation tad stale dry kaya slightly sweet,-1.0
ah-seng-hai-nam-coffee,Local Breakfast Set,Ah Leong San,food,old school toast brings good memories brings good memories,old school toast brings good memory brings good memory,old school toast bring good memori bring good memori,old school toast brings good memories brings good memories,old school toast brings good memories brings good memories,old school toast bring good memori bring good memori,old school toast brings good memory brings good memory,old school toast bring good memori bring good memori,old school toast brings good memory brings good memory,1.0
ah-seng-hai-nam-coffee,Toast Egg Set,Kevin M,food,setanother traditional breakfast set locals serving toast sandwiches salty soft butter sweet creamy green kaya dark soy sauce light ground white pepper robust coffee boiled eggs serving toast sandwiches salty soft butter sweet creamy green kaya robust coffee,setanother traditional breakfast set local serving toast sandwich salty soft butter sweet creamy green kaya dark soy sauce light ground white pepper robust coffee boiled egg serving toast sandwich salty soft butter sweet creamy green kaya robust coffee,setanoth tradit breakfast set local serv toast sandwich salti soft butter sweet creami green kaya dark soy sauc light ground white pepper robust coffe boil egg serv toast sandwich salti soft butter sweet creami green kaya robust coffe,setanother traditional breakfast set locals serving toast sandwiches salty soft butter sweet creamy green kaya dark soy sauce light ground white pepper robust coffee boiled eggs serving toast sandwiches salty soft butter sweet creamy green kaya robust coffee,setanother traditional breakfast set locals serving toast sandwiches salty soft butter sweet creamy green kaya dark soy sauce light ground white pepper robust coffee boiled eggs serving toast sandwiches salty soft butter sweet creamy green kaya robust coffee,setanoth tradit breakfast set local serv toast sandwich salti soft butter sweet creami green kaya dark soy sauc light ground white pepper robust coffe boil egg serv toast sandwich salti soft butter sweet creami green kaya robust coffe,setanother traditional breakfast set local serving toast sandwich salty soft butter sweet creamy green kaya dark soy sauce light ground white pepper robust coffee boiled egg serving toast sandwich salty soft butter sweet creamy green kaya robust coffee,setanoth tradit breakfast set local serv toast sandwich salti soft butter sweet creami green kaya dark soy sauc light ground white pepper robust coffe boil egg serv toast sandwich salti soft butter sweet creami green kaya robust coffe,setanother traditional breakfast set local serving toast sandwich salty soft butter sweet creamy green kaya dark soy sauce light ground white pepper robust coffee boiled egg serving toast sandwich salty soft butter sweet creamy green kaya robust coffee,0.0
ahyeessoonkueh,Ku Chye Kueh 1.4nett,Wuu Yyiizzhhoouu,food,bit flour texture apart soft carrying slight chew clear mochi pungent taste sharp super addictive love skin bit flour texture apart soft slight chew clear mochi esque skins smell pungent taste sharp super addictive,bit flour texture apart soft carrying slight chew clear mochi pungent taste sharp super addictive love skin bit flour texture apart soft slight chew clear mochi esque skin smell pungent taste sharp super addictive,bit flour textur apart soft carri slight chew clear mochi pungent tast sharp super addict love skin bit flour textur apart soft slight chew clear mochi esqu skin smell pungent tast sharp super addict,bit flour texture apart soft carrying slight chew clear mochi pungent taste sharp super addictive love skin bit flour texture apart soft slight chew clear mochi esque skins smell pungent taste sharp super addictive,bit flour texture apart soft carrying slight chew clear mochi pungent taste sharp super addictive love skin bit flour texture apart soft slight chew clear mochi esque skins smell pungent taste sharp super addictive,bit flour textur apart soft carri slight chew clear mochi pungent tast sharp super addict love skin bit flour textur apart soft slight chew clear mochi esqu skin smell pungent tast sharp super addict,bit flour texture apart soft carrying slight chew clear mochi pungent taste sharp super addictive love skin bit flour texture apart soft slight chew clear mochi esque skin smell pungent taste sharp super addictive,bit flour textur apart soft carri slight chew clear mochi pungent tast sharp super addict love skin bit flour textur apart soft slight chew clear mochi esqu skin smell pungent tast sharp super addict,bit flour texture apart soft carrying slight chew clear mochi pungent taste sharp super addictive love skin bit flour texture apart soft slight chew clear mochi esque skin smell pungent taste sharp super addictive,1.0
ahyeessoonkueh,Soon Kueh,Chin Chomp,food,dried shrimp flavour strong turnip savoury balanced skimp ingredients dried shrimp flavour strong turnip savoury balanced,dried shrimp flavour strong turnip savoury balanced skimp ingredient dried shrimp flavour strong turnip savoury balanced,dri shrimp flavour strong turnip savouri balanc skimp ingredi dri shrimp flavour strong turnip savouri balanc,dried shrimp flavour strong turnip savoury balanced skimp ingredients dried shrimp flavour strong turnip savoury balanced,dried shrimp flavour strong turnip savoury balanced skimp ingredients dried shrimp flavour strong turnip savoury balanced,dri shrimp flavour strong turnip savouri balanc skimp ingredi dri shrimp flavour strong turnip savouri balanc,dried shrimp flavour strong turnip savoury balanced skimp ingredient dried shrimp flavour strong turnip savoury balanced,dri shrimp flavour strong turnip savouri balanc skimp ingredi dri shrimp flavour strong turnip savouri balanc,dried shrimp flavour strong turnip savoury balanced skimp ingredient dried shrimp flavour strong turnip savoury balanced,1.0
ahyeessoonkueh,Traditional Soon Kueh,Wilson Foo,food,dried shrimp dried shrimp,dried shrimp dried shrimp,dri shrimp dri shrimp,dried shrimp dried shrimp,dried shrimp dried shrimp,dri shrimp dri shrimp,dried shrimp dried shrimp,dri shrimp dri shrimp,dried shrimp dried shrimp,0.0
ahyeessoonkueh,Traditional Soon Kueh,Wilson Foo,time,definitely worth time definitely worth time money,definitely worth time definitely worth time money,definit worth time definit worth time money,definitely worth time definitely worth time money,definitely worth time definitely worth time money,definit worth time definit worth time money,definitely worth time definitely worth time money,definit worth time definit worth time money,definitely worth time definitely worth time money,1.0
alt-pizza-at-60-robertson-quay,Free Bird Pizza.,Saru Chan,food,visit alt pizza authentic,visit alt pizza authentic,visit alt pizza authent,visit alt pizza authentic,visit alt pizza authentic,visit alt pizza authent,visit alt pizza authentic,visit alt pizza authent,visit alt pizza authentic,0.0
alt-pizza-at-60-robertson-quay,Free Bird Pizza.,Saru Chan,price,friendly price tag woodfiredpizza,friendly price tag woodfiredpizza,friendli price tag woodfiredpizza,friendly price tag woodfiredpizza,friendly price tag woodfiredpizza,friendli price tag woodfiredpizza,friendly price tag woodfiredpizza,friendli price tag woodfiredpizza,friendly price tag woodfiredpizza,1.0
alt-pizza-at-60-robertson-quay,Free Bird Pizza.,Saru Chan,service,baked pizza friendly price tag woodfiredpizza,baked pizza friendly price tag woodfiredpizza,bake pizza friendli price tag woodfiredpizza,baked pizza friendly price tag woodfiredpizza,baked pizza friendly price tag woodfiredpizza,bake pizza friendli price tag woodfiredpizza,baked pizza friendly price tag woodfiredpizza,bake pizza friendli price tag woodfiredpizza,baked pizza friendly price tag woodfiredpizza,1.0
alt-pizza-at-60-robertson-quay,"Just a click away~ With the launch of their delivery services, I can now easily enjoy these thin crusted pizza and spicy wings from Alt.",Cassie Ong,food,crusted pizza spicy wings truffled mac cheese garlic herb bread lava cake,crusted pizza spicy wing truffled mac cheese garlic herb bread lava cake,crust pizza spici wing truffl mac chees garlic herb bread lava cake,crusted pizza spicy wings truffled mac cheese garlic herb bread lava cake,crusted pizza spicy wings truffled mac cheese garlic herb bread lava cake,crust pizza spici wing truffl mac chees garlic herb bread lava cake,crusted pizza spicy wing truffled mac cheese garlic herb bread lava cake,crust pizza spici wing truffl mac chees garlic herb bread lava cake,crusted pizza spicy wing truffled mac cheese garlic herb bread lava cake,0.0
alt-pizza-at-60-robertson-quay,"Pizza, Burger & Beer",Vanessa Kou,food,pizza beerthe perfect combination weekend dine contemporary serves good burgers royale cheese roasted sliced mushrooms garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns serves good burgers pizza beerthe perfect combination weekend dine contemporary serves good burgers royale cheese roasted sliced mushrooms garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns serves good burgers,pizza beerthe perfect combination weekend dine contemporary serf good burger royale cheese roasted sliced mushroom garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun serf good burger pizza beerthe perfect combination weekend dine contemporary serf good burger royale cheese roasted sliced mushroom garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun serf good burger,pizza beerth perfect combin weekend dine contemporari serv good burger royal chees roast slice mushroom garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun serv good burger pizza beerth perfect combin weekend dine contemporari serv good burger royal chees roast slice mushroom garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun serv good burger,pizza beerthe perfect combination weekend dine contemporary serves good burgers royale cheese roasted sliced mushrooms garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns serves good burgers pizza beerthe perfect combination weekend dine contemporary serves good burgers royale cheese roasted sliced mushrooms garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns serves good burgers,pizza beerthe perfect combination weekend dine contemporary serves good burgers royale cheese roasted sliced mushrooms garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns serves good burgers pizza beerthe perfect combination weekend dine contemporary serves good burgers royale cheese roasted sliced mushrooms garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame buns serves good burgers,pizza beerth perfect combin weekend dine contemporari serv good burger royal chees roast slice mushroom garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun serv good burger pizza beerth perfect combin weekend dine contemporari serv good burger royal chees roast slice mushroom garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun serv good burger,pizza beerthe perfect combination weekend dine contemporary serf good burger royale cheese roasted sliced mushroom garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun serf good burger pizza beerthe perfect combination weekend dine contemporary serf good burger royale cheese roasted sliced mushroom garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun serf good burger,pizza beerth perfect combin weekend dine contemporari serv good burger royal chees roast slice mushroom garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun serv good burger pizza beerth perfect combin weekend dine contemporari serv good burger royal chees roast slice mushroom garlic aioli swiss juici patti blend grass fed sirloin short rib soft sesam bun serv good burger,pizza beerthe perfect combination weekend dine contemporary serf good burger royale cheese roasted sliced mushroom garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun serf good burger pizza beerthe perfect combination weekend dine contemporary serf good burger royale cheese roasted sliced mushroom garlic aioli swiss juicy patty blended grass fed sirloin short rib soft sesame bun serf good burger,1.0
amk-central-s11-blk-711-ang-mo-kio-ave-8-1,#Chicken #Rice 🐔🍚 breakfast with thy love @desmondodinson before he heads to work on this sunny Sunday morning ☀️ #steamed #roasted #soup #vegetables #food #foodie #foodiesg #sgfoodie #foodart #fooddiary #foodstagram #foodspotting #foodporn #foodphotography #sgfood #sgfoodporn #sgfooddiary #sgmakandiary #instafood #lifeisdeliciousinSingapore #Burpple #HungryGoWhere #8DaysEat #droolsnapnom #eatoutsg #eatbooksg #sgeats #thegrowingbelly,Joanne Tan,food,breakfast thy love desmondodinson heads work sunny sunday morning steamed roasted soup sgfoodie foodart,breakfast thy love desmondodinson head work sunny sunday morning steamed roasted soup sgfoodie foodart,breakfast thi love desmondodinson head work sunni sunday morn steam roast soup sgfoodi foodart,breakfast thy love desmondodinson heads work sunny sunday morning steamed roasted soup sgfoodie foodart,breakfast thy love desmondodinson heads work sunny sunday morning steamed roasted soup sgfoodie foodart,breakfast thi love desmondodinson head work sunni sunday morn steam roast soup sgfoodi foodart,breakfast thy love desmondodinson head work sunny sunday morning steamed roasted soup sgfoodie foodart,breakfast thi love desmondodinson head work sunni sunday morn steam roast soup sgfoodi foodart,breakfast thy love desmondodinson head work sunny sunday morning steamed roasted soup sgfoodie foodart,1.0
amk-central-s11-blk-711-ang-mo-kio-ave-8-1,Chicken Chop (Mushroom Sauce),Ikigai J,food,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,chicken chop sep sat snack le dad not tender tender tender,0.0
amk-central-s11-blk-711-ang-mo-kio-ave-8-1,Chicken Chop (Mushroom Sauce),Ikigai J,portion,big piece piece not,big piece piece not,big piec piec not,big piece piece not,big piece piece not,big piec piec not,big piece piece not,big piec piec not,big piece piece not,0.0
amk-central-s11-blk-711-ang-mo-kio-ave-8-1,Chicken Chop (Mushroom Sauce),Ikigai J,price,definitely value,definitely value,definit valu,definitely value,definitely value,definit valu,definitely value,definit valu,definitely value,1.0
angus-steakhouse-takashimaya,#japanese #western #steakhouse #food #spaghetti,Sharon Chan,food,western steakhouse food,western steakhouse food,western steakhous food,western steakhouse food,western steakhouse food,western steakhous food,western steakhouse food,western steakhous food,western steakhouse food,0.0
angus-steakhouse-takashimaya,#japanese #western #steakhouse #food #steak #ribeye,Sharon Chan,food,western steakhouse food steak,western steakhouse food steak,western steakhous food steak,western steakhouse food steak,western steakhouse food steak,western steakhous food steak,western steakhouse food steak,western steakhous food steak,western steakhouse food steak,0.0
angus-steakhouse-takashimaya,What a longggg rib!,Food Reviews SG,ambience,great service ambience food foodreviewssg foodreviewsasia porkribs,great service ambience food foodreviewssg foodreviewsasia porkribs,great servic ambienc food foodreviewssg foodreviewsasia porkrib,great service ambience food foodreviewssg foodreviewsasia porkribs,great service ambience food foodreviewssg foodreviewsasia porkribs,great servic ambienc food foodreviewssg foodreviewsasia porkrib,great service ambience food foodreviewssg foodreviewsasia porkribs,great servic ambienc food foodreviewssg foodreviewsasia porkrib,great service ambience food foodreviewssg foodreviewsasia porkribs,1.0
angus-steakhouse-takashimaya,What a longggg rib!,Food Reviews SG,food,foodreviewssg foodreviewsasia porkribs restaurant delicious restaurant delicious restaurant delicious,foodreviewssg foodreviewsasia porkribs restaurant delicious restaurant delicious restaurant delicious,foodreviewssg foodreviewsasia porkrib restaur delici restaur delici restaur delici,foodreviewssg foodreviewsasia porkribs restaurant delicious restaurant delicious restaurant delicious,foodreviewssg foodreviewsasia porkribs restaurant delicious restaurant delicious restaurant delicious,foodreviewssg foodreviewsasia porkrib restaur delici restaur delici restaur delici,foodreviewssg foodreviewsasia porkribs restaurant delicious restaurant delicious restaurant delicious,foodreviewssg foodreviewsasia porkrib restaur delici restaur delici restaur delici,foodreviewssg foodreviewsasia porkribs restaurant delicious restaurant delicious restaurant delicious,1.0
angus-steakhouse-takashimaya,What a longggg rib!,Food Reviews SG,service,great service ambience food foodreviewssg foodreviewsasia porkribs,great service ambience food foodreviewssg foodreviewsasia porkribs,great servic ambienc food foodreviewssg foodreviewsasia porkrib,great service ambience food foodreviewssg foodreviewsasia porkribs,great service ambience food foodreviewssg foodreviewsasia porkribs,great servic ambienc food foodreviewssg foodreviewsasia porkrib,great service ambience food foodreviewssg foodreviewsasia porkribs,great servic ambienc food foodreviewssg foodreviewsasia porkrib,great service ambience food foodreviewssg foodreviewsasia porkribs,1.0
angus-steakhouse-takashimaya,chicken breast,Marxssy 🙊,food,comes bread salad main course dessert,come bread salad main course dessert,come bread salad main cours dessert,comes bread salad main course dessert,comes bread salad main course dessert,come bread salad main cours dessert,come bread salad main course dessert,come bread salad main cours dessert,come bread salad main course dessert,0.0
aone-claypot-house-2,Braised Meat Claypot rice #burpple,James Ho,food,meat claypot rice burpplebraised,meat claypot rice burpplebraised,meat claypot rice burpplebrais,meat claypot rice burpplebraised,meat claypot rice burpplebraised,meat claypot rice burpplebrais,meat claypot rice burpplebraised,meat claypot rice burpplebrais,meat claypot rice burpplebraised,0.0
aone-claypot-house-2,Craving for a big pot of Frog Leg Porridge!,Joe Yang,food,frog leg porridge pot frog,frog leg porridge pot frog,frog leg porridg pot frog,frog leg porridge pot frog,frog leg porridge pot frog,frog leg porridg pot frog,frog leg porridge pot frog,frog leg porridg pot frog,frog leg porridge pot frog,0.0
aroy-dee-thai-restuarant,"4 S's, Sweet, Sour, Savoury and Spicy.",PeanutLoti PB Sandwich,food,sour savoury fried rice noodles seafood peanuts extra crunch,sour savoury fried rice noodle seafood peanut extra crunch,sour savouri fri rice noodl seafood peanut extra crunch,sour savoury fried rice noodles seafood peanuts extra crunch,sour savoury fried rice noodles seafood peanuts extra crunch,sour savouri fri rice noodl seafood peanut extra crunch,sour savoury fried rice noodle seafood peanut extra crunch,sour savouri fri rice noodl seafood peanut extra crunch,sour savoury fried rice noodle seafood peanut extra crunch,0.0
aroy-dee-thai-restuarant,Dinner Time..,Jade Lim,food,tagsforlikes yummy,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,tagsforlik yummi,tagsforlikes yummy,1.0
artrestaurant,Amalfi Lemon & White Chocolate Lingotto with Red Berries,Doreen Tan,food,lemon white chocolate lingotto red pops airy cake sponge,lemon white chocolate lingotto red pop airy cake sponge,lemon white chocol lingotto red pop airi cake spong,lemon white chocolate lingotto red pops airy cake sponge,lemon white chocolate lingotto red pops airy cake sponge,lemon white chocol lingotto red pop airi cake spong,lemon white chocolate lingotto red pop airy cake sponge,lemon white chocol lingotto red pop airi cake spong,lemon white chocolate lingotto red pop airy cake sponge,0.0
artrestaurant,Amalfi Lemon & White Chocolate Lingotto with Red Berries,Doreen Tan,service,ask staff,ask staff,ask staff,ask staff,ask staff,ask staff,ask staff,ask staff,ask staff,0.0
